iteration,convergenceIndicator,phase,a,aS_pop,corr_dI_aS,corr_lBt0_dS,corr_n_aS,corr_n_dI,dI_pop,dS_pop,initT_pop,lBt0_pop,n_pop,omega_aS,omega_dI,omega_dS,omega_initT,omega_lBt0,omega_n
426,840.492,1,0.32949,0.731488,0.91085,0.989186,-0.440048,-0.722588,1.59794,0.000683192,-13.9513,-4.53844,0.0941019,0.389722,0.561602,1.31077,6.93589,0.553431,0.616739
427,843.511,1,0.329652,0.734028,0.902536,0.988025,-0.454053,-0.739681,1.58962,0.000668794,-13.827,-4.54782,0.0933877,0.379854,0.570733,1.31801,6.76027,0.552388,0.614906
428,833.542,1,0.331251,0.731623,0.89181,0.98896,-0.437607,-0.760419,1.57165,0.000680613,-13.8617,-4.54113,0.0938513,0.375555,0.574398,1.31827,6.58909,0.550512,0.619747
429,822.26,1,0.327156,0.728077,0.907896,0.989958,-0.465991,-0.7505,1.56974,0.000708538,-14.1953,-4.52753,0.0943847,0.373511,0.562219,1.36008,6.80158,0.575068,0.606233
430,824.081,1,0.330674,0.726887,0.923062,0.990883,-0.504873,-0.751296,1.56011,0.000690379,-14.1002,-4.53501,0.0942734,0.372824,0.562822,1.35019,6.72953,0.570604,0.592761
431,840.439,1,0.333312,0.727304,0.917313,0.989898,-0.489529,-0.753856,1.55601,0.000692335,-13.8951,-4.53543,0.0949742,0.374181,0.565511,1.3522,6.61797,0.570287,0.617203
432,827.268,1,0.32987,0.730355,0.926458,0.989553,-0.500101,-0.744015,1.562,0.000675504,-14.1127,-4.55197,0.094338,0.369925,0.552965,1.33799,7.00082,0.562071,0.612062
433,817.212,1,0.327844,0.739588,0.934266,0.988657,-0.534182,-0.764815,1.56581,0.000654848,-14.0638,-4.5658,0.0939934,0.398627,0.589359,1.30411,7.09266,0.547839,0.637063
434,851.623,1,0.333364,0.739866,0.929344,0.988036,-0.565398,-0.784322,1.55792,0.000659836,-14.1701,-4.56387,0.094162,0.38869,0.597262,1.27109,7.11577,0.533968,0.64165
435,882.281,1,0.340466,0.743331,0.928809,0.986976,-0.541638,-0.762786,1.56866,0.00063393,-14.0449,-4.57711,0.0947252,0.384663,0.582139,1.25758,7.06908,0.527423,0.632456
436,855.637,1,0.335947,0.743511,0.931071,0.986618,-0.554043,-0.765881,1.5788,0.000608191,-13.864,-4.59162,0.0925818,0.381889,0.577306,1.24386,6.89008,0.523796,0.616442
437,844.686,1,0.329668,0.74293,0.905838,0.98702,-0.547387,-0.794502,1.56796,0.00060776,-13.9317,-4.59352,0.0945858,0.372219,0.578703,1.23943,6.8834,0.524998,0.646035
438,828.718,1,0.328968,0.74048,0.910621,0.98675,-0.562508,-0.799577,1.54309,0.000643437,-13.5874,-4.57157,0.094555,0.367488,0.567244,1.25696,6.70911,0.534376,0.629677
439,835.536,1,0.330794,0.743986,0.92207,0.986931,-0.585241,-0.793802,1.58134,0.000636722,-13.4091,-4.57289,0.0941508,0.376329,0.579379,1.25573,6.53923,0.536996,0.613733
440,819.017,1,0.3262,0.750844,0.924038,0.98651,-0.566041,-0.782191,1.59637,0.000632959,-13.402,-4.57613,0.0919262,0.374206,0.581107,1.27071,6.37365,0.539556,0.611121
441,821.82,1,0.328794,0.7438,0.931313,0.988002,-0.619958,-0.812352,1.59979,0.000636622,-13.5814,-4.57377,0.0901759,0.382246,0.584692,1.28483,6.43099,0.541794,0.618656
442,818.169,1,0.326353,0.740967,0.929637,0.987657,-0.599765,-0.788451,1.58038,0.000622667,-13.494,-4.58311,0.0929343,0.375682,0.575664,1.26727,6.40182,0.536735,0.610901
443,828.513,1,0.32797,0.751746,0.933324,0.987205,-0.573049,-0.770285,1.61611,0.000601168,-13.988,-4.59626,0.0911137,0.379352,0.587612,1.25454,6.66122,0.52877,0.620808
444,803.445,1,0.322442,0.730043,0.945826,0.98649,-0.656654,-0.804539,1.54117,0.000608675,-14.2889,-4.59589,0.0935647,0.369747,0.588652,1.25489,6.91807,0.525456,0.63241
445,808.605,1,0.322956,0.73094,0.948777,0.986629,-0.671441,-0.804906,1.56014,0.000613445,-14.4025,-4.59355,0.0920074,0.370692,0.585098,1.26231,7.125,0.526966,0.628983
446,822.727,1,0.323989,0.731017,0.944296,0.986396,-0.637499,-0.794294,1.54952,0.000631666,-14.5527,-4.5813,0.0936937,0.376682,0.589184,1.26563,7.37979,0.530026,0.638261
447,818.368,1,0.325224,0.727315,0.954326,0.985858,-0.67994,-0.816042,1.51904,0.000634722,-14.4231,-4.58353,0.0935123,0.382345,0.607939,1.27598,7.29113,0.536494,0.629467
448,835.571,1,0.32773,0.737301,0.945855,0.985088,-0.659889,-0.813151,1.5198,0.0006296,-14.5281,-4.5868,0.0924208,0.380054,0.604967,1.28096,7.10651,0.547643,0.621913
449,842.599,1,0.332365,0.734831,0.955811,0.986582,-0.707574,-0.828118,1.52591,0.000628481,-14.6671,-4.59025,0.0924359,0.379977,0.58997,1.28046,7.32628,0.550018,0.622618
450,842.946,1,0.333656,0.732082,0.958561,0.985624,-0.731108,-0.841767,1.5206,0.00065785,-14.2972,-4.5707,0.0941243,0.37572,0.587048,1.28574,7.14078,0.550118,0.638941
451,838.216,1,0.334995,0.730219,0.961317,0.986491,-0.728413,-0.836742,1.51819,0.000655195,-14.0442,-4.56885,0.09414,0.376582,0.595619,1.28522,6.95997,0.55039,0.640061
452,800.464,1,0.328251,0.725377,0.965084,0.986244,-0.748081,-0.842865,1.4975,0.000659119,-13.7585,-4.56556,0.0949236,0.369255,0.592847,1.27821,6.78374,0.549143,0.626873
453,831.401,1,0.332691,0.729587,0.960153,0.98675,-0.755858,-0.852458,1.48587,0.000675723,-14.0105,-4.5652,0.0950557,0.37207,0.597753,1.29653,6.75724,0.551152,0.63835
454,820.332,1,0.330671,0.735021,0.95884,0.987526,-0.739894,-0.840498,1.49859,0.000672556,-14.0335,-4.56248,0.09483,0.368089,0.588099,1.2986,6.68393,0.54922,0.629281
455,837.672,1,0.333805,0.730587,0.966482,0.987737,-0.737399,-0.817455,1.48846,0.000672707,-14.2155,-4.56312,0.0958989,0.369465,0.593974,1.29437,6.96368,0.547765,0.640763
456,835.546,1,0.334071,0.734713,0.959503,0.988216,-0.746214,-0.84066,1.49751,0.000675363,-14.1662,-4.56279,0.094951,0.367791,0.58898,1.29064,6.78736,0.546295,0.655102
457,865.837,1,0.337399,0.73442,0.961099,0.986037,-0.746531,-0.830769,1.50411,0.000681713,-14.387,-4.5606,0.0921953,0.369412,0.583766,1.29248,7.32987,0.550128,0.640262
458,825.725,1,0.33092,0.731462,0.963872,0.987302,-0.782055,-0.840988,1.51625,0.000695295,-14.4301,-4.55766,0.0898161,0.362998,0.572483,1.27699,7.14427,0.54622,0.651353
459,814.502,1,0.324586,0.727611,0.966891,0.985261,-0.769391,-0.825072,1.49221,0.000679801,-14.5962,-4.56594,0.092178,0.369723,0.57374,1.28635,7.2838,0.551402,0.645097
460,821.39,1,0.326052,0.734108,0.967026,0.985454,-0.74797,-0.810203,1.49402,0.000689992,-14.5517,-4.5585,0.0931295,0.365424,0.571382,1.28435,7.23123,0.556875,0.649615
461,805.443,1,0.324447,0.74855,0.962413,0.986656,-0.735186,-0.829628,1.51296,0.000684051,-14.3481,-4.56542,0.0925379,0.372247,0.580807,1.29014,7.04813,0.557066,0.646753
462,807.688,1,0.326,0.742571,0.970834,0.986614,-0.735935,-0.818366,1.50614,0.000678225,-14.4097,-4.56622,0.0954332,0.370707,0.575901,1.29059,7.21764,0.557358,0.668104
463,816.774,1,0.329064,0.74145,0.969527,0.986294,-0.722137,-0.815344,1.50487,0.000674001,-14.261,-4.56953,0.0944945,0.376719,0.575828,1.28065,7.03489,0.55233,0.660037
464,803.969,1,0.327697,0.737108,0.969997,0.987243,-0.757213,-0.853185,1.49687,0.000668602,-14.8671,-4.57895,0.0915551,0.376993,0.580592,1.28473,7.94355,0.55104,0.655037
465,816.474,1,0.331125,0.730249,0.971214,0.987169,-0.78064,-0.863568,1.49598,0.000662605,-14.9449,-4.58043,0.0901385,0.367448,0.578301,1.29136,7.97815,0.555046,0.661627
466,821.448,1,0.331511,0.729124,0.965622,0.988103,-0.764972,-0.861859,1.47058,0.000660516,-14.9066,-4.58305,0.0893112,0.368195,0.583811,1.28888,7.98337,0.55711,0.646875
467,824.171,1,0.334897,0.724443,0.972739,0.987912,-0.774999,-0.857509,1.4981,0.000660725,-15.3471,-4.58109,0.08929,0.367076,0.582903,1.27889,8.23858,0.55716,0.630496
468,807.672,1,0.329033,0.723335,0.975787,0.986904,-0.7856,-0.846802,1.50535,0.000674151,-15.0805,-4.57919,0.0898236,0.369593,0.580519,1.31059,8.02997,0.56448,0.627818
469,806.472,1,0.328641,0.72577,0.974453,0.989174,-0.794416,-0.842404,1.50759,0.000678046,-15.0806,-4.57021,0.0897699,0.368888,0.581865,1.31263,7.82665,0.568212,0.620915
470,800.099,1,0.327411,0.723336,0.976565,0.98877,-0.780261,-0.83336,1.51692,0.0006645,-15.3405,-4.57953,0.0903922,0.370229,0.568229,1.28856,7.9601,0.55911,0.639949
471,797.311,1,0.325094,0.723437,0.972173,0.988299,-0.76487,-0.825126,1.50841,0.000665571,-15.2577,-4.57836,0.0914146,0.369054,0.568865,1.28581,7.89866,0.557763,0.623745
472,801.014,1,0.327248,0.731764,0.972569,0.987721,-0.747278,-0.831176,1.51905,0.000666074,-15.6381,-4.57982,0.0907297,0.364458,0.568957,1.28371,8.20905,0.554706,0.619803
473,836.786,1,0.334954,0.734969,0.970767,0.985386,-0.748975,-0.836037,1.51861,0.000654463,-15.0363,-4.5788,0.0911885,0.36649,0.568835,1.2787,8.0012,0.557051,0.636826
474,831.344,1,0.333796,0.746194,0.97034,0.986195,-0.730585,-0.823854,1.54744,0.000651541,-15.0528,-4.58417,0.0902351,0.359598,0.568278,1.28694,7.7986,0.563286,0.623856
475,827.204,1,0.333534,0.739514,0.974724,0.98747,-0.747159,-0.825313,1.54226,0.000676946,-15.1821,-4.57053,0.0903146,0.359342,0.562362,1.32871,7.79587,0.582505,0.629153
476,798.274,1,0.327615,0.740864,0.9748,0.986685,-0.762823,-0.838704,1.5263,0.000692824,-15.0567,-4.56791,0.0892304,0.359606,0.569976,1.33173,7.59847,0.583325,0.613222
477,814.059,1,0.330544,0.743278,0.974793,0.986879,-0.751291,-0.825141,1.52328,0.000698612,-15.2945,-4.56796,0.087891,0.355062,0.572685,1.33629,7.92929,0.58335,0.597695
478,803.049,1,0.325455,0.737552,0.974805,0.986722,-0.752258,-0.810126,1.51967,0.000710257,-15.2165,-4.5597,0.0895133,0.365484,0.572867,1.33605,7.72852,0.580306,0.585826
479,783.311,1,0.318754,0.741496,0.973867,0.98493,-0.772014,-0.82129,1.53664,0.000714304,-14.9978,-4.55876,0.0909381,0.36568,0.572727,1.33173,7.53283,0.577504,0.610765
480,794.714,1,0.325036,0.737117,0.976158,0.988286,-0.775262,-0.826108,1.51009,0.000696386,-14.8398,-4.56343,0.0902158,0.363612,0.584715,1.3226,7.34209,0.577601,0.644486
481,781.057,1,0.320022,0.73374,0.972569,0.988734,-0.76996,-0.807943,1.52005,0.000694331,-14.8975,-4.56418,0.0899087,0.36139,0.575523,1.31797,7.25428,0.573232,0.630351
482,784.997,1,0.323168,0.723708,0.975211,0.988346,-0.792545,-0.835218,1.50758,0.000704196,-14.8076,-4.55143,0.0912682,0.363008,0.58338,1.31339,7.2623,0.576964,0.631201
483,772.924,1,0.321482,0.716725,0.970593,0.989236,-0.806044,-0.860467,1.49556,0.000707529,-14.6561,-4.54746,0.0903163,0.363697,0.580865,1.31233,7.27887,0.580059,0.622002
484,784.981,1,0.326141,0.721756,0.974099,0.988988,-0.805363,-0.854517,1.5204,0.000695621,-14.8017,-4.55611,0.0902192,0.364294,0.571501,1.30927,7.22688,0.569898,0.625475
485,781.98,1,0.325756,0.729496,0.972002,0.989429,-0.80485,-0.859722,1.54329,0.000689904,-14.8647,-4.56011,0.0896471,0.364485,0.564167,1.30971,7.35565,0.571933,0.613938
486,775.225,1,0.322628,0.72824,0.972608,0.988557,-0.787585,-0.840498,1.54316,0.000691732,-14.6209,-4.55667,0.089699,0.36335,0.563888,1.30979,7.1694,0.575034,0.615625
487,791.967,1,0.32657,0.721497,0.974682,0.98887,-0.780242,-0.843894,1.51438,0.000700399,-14.8111,-4.5541,0.0890675,0.359276,0.565937,1.32377,7.64642,0.575061,0.634241
488,804.277,1,0.328538,0.713807,0.975178,0.988413,-0.799892,-0.845999,1.50802,0.00070115,-15.2582,-4.55382,0.0888351,0.360923,0.577188,1.31665,7.87031,0.572634,0.618181
489,797.341,1,0.325007,0.711093,0.971384,0.988916,-0.802711,-0.844603,1.51639,0.000712967,-15.3624,-4.54966,0.0896189,0.356457,0.568601,1.31529,7.84059,0.573411,0.629573
490,812.885,1,0.329624,0.705064,0.972213,0.990288,-0.81928,-0.847435,1.50397,0.000709976,-15.4323,-4.5482,0.0895419,0.358594,0.568463,1.32675,7.97892,0.57736,0.638243
491,779.319,1,0.323028,0.70897,0.975156,0.990291,-0.82514,-0.844177,1.5285,0.000713661,-15.4841,-4.54901,0.0882854,0.361744,0.564549,1.32026,7.789,0.573644,0.639733
492,814.257,1,0.328783,0.71017,0.968878,0.990271,-0.795561,-0.825523,1.53443,0.000709506,-15.5315,-4.54617,0.0901871,0.355264,0.56292,1.31546,7.6022,0.577673,0.641472
493,839.387,1,0.334912,0.710203,0.953168,0.992193,-0.78428,-0.794316,1.53601,0.000711221,-15.3988,-4.55148,0.0901665,0.350363,0.550443,1.29257,7.43282,0.564854,0.625229
494,837.779,1,0.330706,0.714079,0.941761,0.991268,-0.804585,-0.806923,1.57268,0.000711119,-15.373,-4.54972,0.0910496,0.344154,0.556091,1.29412,7.58875,0.560301,0.630825
495,830.416,1,0.331605,0.714663,0.947303,0.99263,-0.790515,-0.792408,1.56596,0.000707462,-15.3387,-4.55609,0.0920593,0.340504,0.564766,1.2788,7.7768,0.553275,0.618631
496,806.512,1,0.327674,0.719953,0.949201,0.993476,-0.782021,-0.783434,1.58405,0.000688179,-15.296,-4.56296,0.0910475,0.345383,0.55981,1.28937,7.68342,0.556426,0.602967
497,818.451,1,0.326342,0.713047,0.94514,0.99278,-0.793383,-0.784299,1.5694,0.000695536,-15.5022,-4.55815,0.0916543,0.349626,0.561092,1.29062,8.17933,0.557227,0.611624
498,814.998,1,0.327529,0.717806,0.945818,0.993196,-0.7869,-0.793054,1.57432,0.000699052,-15.1557,-4.55616,0.0924473,0.350578,0.555282,1.28637,8.20371,0.560529,0.596137
499,807.495,1,0.327244,0.723353,0.937466,0.994154,-0.766035,-0.80752,1.58852,0.000706251,-15.0687,-4.55077,0.0920655,0.346731,0.550473,1.29008,7.99599,0.554711,0.592697
500,817.456,1,0.330203,0.716592,0.933911,0.994361,-0.774961,-0.804881,1.54864,0.000708203,-14.7567,-4.54914,0.0931989,0.344484,0.567399,1.29261,7.79352,0.553198,0.597177
501,832.262,1,0.334553,0.722404,0.927091,0.994188,-0.753283,-0.821743,1.53562,0.000712173,-14.754,-4.54893,0.0947422,0.339367,0.566508,1.27982,7.59619,0.552298,0.606214
502,821.266,1,0.333984,0.727703,0.927225,0.994886,-0.774914,-0.834766,1.5567,0.000700633,-14.7489,-4.55446,0.0929295,0.347512,0.572183,1.26992,7.40385,0.553707,0.600605
503,794.874,1,0.329679,0.727115,0.937151,0.994973,-0.769685,-0.825801,1.56645,0.000689702,-14.604,-4.56039,0.0899498,0.347568,0.565267,1.27485,7.21638,0.557135,0.593347
504,787.138,1,0.328735,0.73676,0.943069,0.994965,-0.757601,-0.82096,1.57713,0.000701189,-14.5351,-4.55265,0.0897037,0.348186,0.570691,1.28022,7.14284,0.558716,0.578323
505,795.559,1,0.328205,0.729021,0.947372,0.994317,-0.774344,-0.825483,1.58172,0.000705209,-14.4286,-4.54419,0.0907092,0.355846,0.5877,1.29292,6.96198,0.563069,0.60144
506,785.897,1,0.326117,0.732377,0.946296,0.994133,-0.775922,-0.825418,1.60526,0.000697042,-14.3135,-4.55006,0.0885565,0.358147,0.572819,1.30631,6.80446,0.570445,0.587059
507,816.816,1,0.330891,0.737857,0.941812,0.994076,-0.779869,-0.819596,1.63475,0.000704665,-14.4364,-4.54983,0.0901064,0.363785,0.565777,1.30171,7.09433,0.564625,0.605425
508,805.311,1,0.326096,0.732719,0.944803,0.993652,-0.753806,-0.801931,1.60883,0.000708215,-14.4093,-4.54146,0.0921802,0.362829,0.575065,1.27739,7.17061,0.557434,0.624318
509,815.101,1,0.330123,0.740457,0.950395,0.994226,-0.736896,-0.786023,1.65319,0.000694501,-14.1453,-4.54908,0.0907589,0.3629,0.596782,1.291,6.98904,0.56207,0.617024
510,788.958,1,0.325628,0.737576,0.953164,0.99483,-0.761872,-0.800968,1.65961,0.000702306,-14.3912,-4.54513,0.0907071,0.362855,0.591459,1.27219,7.19325,0.552793,0.632623
511,775.501,1,0.321571,0.738525,0.952382,0.994928,-0.749112,-0.779108,1.63437,0.000693924,-14.2692,-4.55202,0.0899397,0.361871,0.601833,1.29396,7.06457,0.557973,0.616605
512,797.928,1,0.325288,0.737422,0.948292,0.994455,-0.778234,-0.821589,1.60848,0.000682858,-14.5396,-4.56169,0.089682,0.373626,0.620152,1.30178,7.50915,0.558358,0.600992
513,796.093,1,0.324351,0.734364,0.946755,0.994011,-0.779844,-0.831451,1.58283,0.00066491,-14.5259,-4.57128,0.0901264,0.375944,0.635326,1.28524,7.31902,0.553911,0.593861
514,827.029,1,0.329941,0.739225,0.950346,0.992111,-0.766449,-0.811825,1.6358,0.000675371,-14.6528,-4.56886,0.0912672,0.368596,0.619239,1.2527,7.56968,0.539885,0.608562
515,831.402,1,0.330204,0.742577,0.953029,0.990677,-0.756593,-0.812189,1.62123,0.000674306,-14.7584,-4.57029,0.0901474,0.359263,0.608296,1.2608,7.49639,0.547507,0.603662
516,797.647,1,0.324093,0.740085,0.954343,0.990802,-0.749676,-0.820189,1.61419,0.000679581,-14.8537,-4.56933,0.0907286,0.359463,0.595708,1.26528,7.30658,0.545031,0.603524
517,808.745,1,0.324441,0.743878,0.95562,0.990355,-0.752414,-0.819432,1.64423,0.000677933,-14.9141,-4.56797,0.0909806,0.356144,0.596681,1.26176,7.57979,0.548704,0.632034
518,825.042,1,0.328111,0.749998,0.955338,0.990817,-0.725107,-0.804127,1.63851,0.000666456,-14.6295,-4.57606,0.0902995,0.369535,0.606545,1.25896,7.38787,0.549036,0.648333
519,834.372,1,0.332523,0.744605,0.949366,0.990691,-0.73831,-0.817537,1.60849,0.000666016,-14.3478,-4.57303,0.0897329,0.360179,0.591187,1.2612,7.2518,0.555043,0.631917
520,820.472,1,0.331665,0.749766,0.948285,0.991477,-0.723166,-0.809234,1.628,0.000658634,-14.3323,-4.57973,0.0878863,0.352925,0.581229,1.24516,7.12738,0.541206,0.615916
521,831.137,1,0.332009,0.75032,0.939186,0.990991,-0.708894,-0.803109,1.64859,0.000657419,-14.2281,-4.58218,0.0881106,0.349447,0.566512,1.26448,7.05945,0.544972,0.600321
522,812.431,1,0.328522,0.750077,0.941028,0.991061,-0.712145,-0.793399,1.65977,0.000654183,-14.3293,-4.58405,0.0886499,0.340903,0.554263,1.25715,6.88822,0.541854,0.594778
523,788.597,1,0.324862,0.756556,0.947451,0.991825,-0.719335,-0.792749,1.6578,0.000667508,-14.1546,-4.57921,0.0878498,0.345941,0.561737,1.25452,6.71381,0.545109,0.593036
524,819.369,1,0.329575,0.751218,0.948645,0.991734,-0.711786,-0.771857,1.631,0.000633826,-14.3677,-4.59456,0.0913343,0.346404,0.57652,1.25251,7.0409,0.539554,0.602488
525,802.737,1,0.326778,0.744512,0.944009,0.99278,-0.717778,-0.77222,1.60575,0.000668113,-14.0878,-4.57386,0.0916451,0.346768,0.576978,1.2518,6.95266,0.540649,0.587232
526,803.774,1,0.330228,0.743482,0.945619,0.993276,-0.742078,-0.791536,1.60231,0.000674441,-14.005,-4.57092,0.0925548,0.342398,0.574854,1.24842,6.8754,0.540135,0.581908
527,821.456,1,0.332168,0.733961,0.932397,0.992559,-0.723986,-0.80695,1.56642,0.000695301,-13.6044,-4.55457,0.0925345,0.340797,0.56503,1.26861,6.70131,0.54239,0.593646
528,802.364,1,0.327439,0.736245,0.936873,0.992789,-0.742051,-0.810163,1.5593,0.000698102,-13.5366,-4.55497,0.0934741,0.343667,0.56905,1.28364,6.59099,0.543956,0.610804
529,788.09,1,0.326618,0.734495,0.925496,0.993817,-0.751824,-0.84391,1.55267,0.000694911,-13.5802,-4.55638,0.0924937,0.334965,0.556637,1.29789,6.67414,0.549475,0.607743
530,785.02,1,0.326074,0.732214,0.926402,0.994699,-0.768108,-0.82442,1.53709,0.000692333,-13.5283,-4.56012,0.0942433,0.336506,0.561102,1.29767,6.79392,0.550611,0.593361
531,784.164,1,0.323474,0.730178,0.915256,0.994574,-0.762847,-0.818158,1.54489,0.000687089,-13.5377,-4.56153,0.0945054,0.333871,0.566353,1.29422,6.68214,0.547352,0.60955
532,782.207,1,0.322452,0.73689,0.921406,0.995021,-0.749477,-0.799593,1.57542,0.000687482,-13.4473,-4.55988,0.0942708,0.3339,0.57307,1.28698,6.83961,0.547379,0.626412
533,785.692,1,0.320195,0.742078,0.907211,0.994952,-0.717977,-0.766721,1.58288,0.000691314,-13.576,-4.56387,0.093966,0.339795,0.558559,1.28003,6.67401,0.544828,0.641036
534,788.162,1,0.320882,0.734864,0.913546,0.994794,-0.716528,-0.791001,1.56052,0.000709466,-14.155,-4.55127,0.0926528,0.335452,0.565472,1.31464,6.97142,0.554745,0.624804
535,825.19,1,0.327601,0.73998,0.906948,0.994384,-0.69176,-0.788523,1.56345,0.000708444,-14.1021,-4.54963,0.0932046,0.338418,0.572968,1.3189,6.89703,0.555236,0.631297
536,822.082,1,0.326539,0.740825,0.905262,0.994021,-0.676927,-0.779122,1.57539,0.000711103,-14.0315,-4.54943,0.092844,0.338645,0.567639,1.3181,6.74204,0.555887,0.62163
537,801.394,1,0.323114,0.732817,0.923908,0.993243,-0.720385,-0.800168,1.55779,0.00070888,-13.8349,-4.54964,0.0933411,0.332374,0.582414,1.32554,6.57133,0.557347,0.644027
538,803.387,1,0.323551,0.735881,0.923886,0.992465,-0.712753,-0.813503,1.54127,0.000703776,-13.5405,-4.54975,0.0928957,0.336664,0.594949,1.32716,6.53283,0.554723,0.627719
539,813.905,1,0.327481,0.736878,0.913629,0.99293,-0.704553,-0.827077,1.53743,0.000685253,-13.5639,-4.56293,0.0910635,0.336218,0.591792,1.33003,6.42242,0.553638,0.611825
540,808.961,1,0.324798,0.744552,0.910393,0.992969,-0.691877,-0.817646,1.56406,0.000674387,-13.8054,-4.56775,0.0900549,0.344741,0.583541,1.33378,6.39837,0.559197,0.606687
541,811.74,1,0.32531,0.739905,0.911109,0.992191,-0.699236,-0.824053,1.53699,0.000676493,-13.6151,-4.56985,0.0921515,0.341026,0.606782,1.31388,6.23636,0.554039,0.615261
542,805.432,1,0.322533,0.747596,0.908118,0.991779,-0.66365,-0.789895,1.5639,0.000642542,-13.7223,-4.59041,0.0918993,0.332391,0.591418,1.2964,6.24548,0.542076,0.623208
543,802.493,1,0.323282,0.74926,0.917259,0.991352,-0.68616,-0.80809,1.57697,0.000684383,-13.9686,-4.56526,0.0913916,0.335499,0.577278,1.28992,6.57498,0.541955,0.607428
544,773.348,1,0.319885,0.74857,0.922303,0.99265,-0.684156,-0.814499,1.56966,0.00069184,-13.726,-4.55929,0.0907186,0.335209,0.570827,1.29045,6.4085,0.54719,0.611223
545,788.962,1,0.325985,0.749762,0.922109,0.99299,-0.707682,-0.827615,1.56674,0.000720856,-13.621,-4.5461,0.0897265,0.331954,0.565564,1.31023,6.24623,0.553751,0.595747
546,760.896,1,0.317766,0.746275,0.934294,0.992446,-0.708234,-0.826914,1.53602,0.000709664,-13.8294,-4.5528,0.0913447,0.34184,0.583786,1.29495,6.39132,0.551947,0.616182
547,776.177,1,0.321145,0.733011,0.934558,0.992246,-0.710965,-0.83146,1.52109,0.000692072,-13.8613,-4.55396,0.0908748,0.339428,0.606236,1.28471,6.34569,0.552539,0.619873
548,773.425,1,0.321434,0.73924,0.937566,0.992138,-0.705726,-0.831784,1.54097,0.000701695,-13.8987,-4.55184,0.0904505,0.344231,0.597575,1.2874,6.40904,0.552772,0.610719
549,763.902,1,0.317139,0.747329,0.938664,0.992037,-0.706353,-0.827554,1.57791,0.000662899,-13.7987,-4.56821,0.0886063,0.351959,0.599597,1.29277,6.67274,0.552193,0.606563
550,780.936,1,0.322548,0.737705,0.952792,0.992282,-0.745336,-0.821915,1.58557,0.000672439,-13.9271,-4.56331,0.0888396,0.353163,0.598988,1.28829,6.6886,0.554044,0.62394
551,780.089,1,0.323742,0.738459,0.941965,0.99256,-0.763011,-0.851202,1.59582,0.000675825,-13.7275,-4.56018,0.0897769,0.351256,0.595125,1.28606,6.51925,0.550876,0.623225
552,767.857,1,0.320683,0.742864,0.950174,0.991816,-0.752656,-0.829537,1.61627,0.000659696,-13.7069,-4.56911,0.0898609,0.344421,0.592612,1.28866,6.44201,0.551593,0.612499
553,756.125,1,0.318625,0.744607,0.950382,0.992175,-0.759746,-0.837053,1.60522,0.000665571,-13.9977,-4.57259,0.0897539,0.345352,0.591858,1.2902,6.86883,0.548316,0.59699
554,777.24,1,0.324298,0.740674,0.94848,0.992684,-0.732679,-0.826058,1.58625,0.000658522,-13.9789,-4.57333,0.0890453,0.348859,0.598315,1.29272,6.69788,0.549804,0.581874
555,748.694,1,0.321425,0.738436,0.954427,0.993778,-0.757747,-0.842623,1.57269,0.000652449,-13.9167,-4.58123,0.0883006,0.346416,0.601114,1.31261,6.54062,0.553659,0.585815
556,778.562,1,0.327506,0.737516,0.957925,0.993431,-0.75832,-0.832459,1.57733,0.000649692,-14.0385,-4.58124,0.0900781,0.345783,0.60094,1.30996,6.64716,0.552673,0.596965
557,775.358,1,0.327021,0.738408,0.95217,0.994007,-0.745123,-0.831272,1.59108,0.000656306,-14.0242,-4.58001,0.0857554,0.340113,0.592924,1.3079,6.73863,0.553748,0.591165
558,778.721,1,0.321629,0.73155,0.942105,0.993197,-0.74081,-0.847747,1.56078,0.000659107,-14.4778,-4.57668,0.0880556,0.35075,0.609859,1.3092,7.25775,0.55499,0.605974
559,775.066,1,0.320683,0.729199,0.947919,0.992695,-0.740779,-0.829439,1.57991,0.000659996,-14.3274,-4.56884,0.0881126,0.348665,0.601781,1.28684,7.12714,0.55027,0.610029
560,768.192,1,0.322191,0.733499,0.954921,0.992483,-0.723838,-0.821741,1.59947,0.000663104,-14.1397,-4.56604,0.0886501,0.345582,0.590785,1.28668,6.94668,0.552055,0.615808
561,768.486,1,0.32283,0.735951,0.956886,0.992527,-0.72074,-0.817539,1.59724,0.000671231,-14.0958,-4.56301,0.0892714,0.346397,0.601609,1.28791,6.77078,0.552066,0.618561
562,772.082,1,0.324709,0.740227,0.960535,0.992023,-0.739809,-0.831602,1.60512,0.000676883,-14.1722,-4.55888,0.0906521,0.347941,0.595475,1.29222,6.6369,0.552756,0.62418
563,770.692,1,0.322964,0.744228,0.959214,0.992039,-0.725656,-0.822206,1.62002,0.000677642,-14.0884,-4.55958,0.0890073,0.354019,0.606277,1.29619,6.50931,0.551982,0.626682
564,781.186,1,0.320385,0.750973,0.950649,0.991135,-0.71841,-0.826185,1.62051,0.000673752,-14.1503,-4.56668,0.0905984,0.353269,0.592839,1.29558,6.80589,0.55414,0.658089
565,785.295,1,0.321489,0.752613,0.955434,0.990855,-0.741395,-0.833411,1.62529,0.000674984,-14.0685,-4.56724,0.0900622,0.357693,0.595031,1.29689,6.78442,0.55576,0.667294
