iteration,convergenceIndicator,phase,a,aS_pop,dI_pop,dS_pop,initT_pop,lBt0_pop,n_pop,omega_dI,omega_dS,omega_initT,omega_lBt0,omega_n
567,1044.06,1,0.328873,1.50741,2.37707,0.000866101,-10.1805,-4.56736,0.0964906,0.765125,0.770831,3.78212,0.38808,0.719142
568,1045.72,1,0.329995,1.50922,2.40214,0.00087263,-10.1692,-4.56275,0.0939001,0.76563,0.767755,3.83919,0.38884,0.700933
569,1035.18,1,0.328554,1.50861,2.39849,0.000874804,-9.98249,-4.56486,0.0925369,0.767235,0.766089,3.74198,0.384861,0.693081
570,1056.9,1,0.33454,1.50612,2.45629,0.00088008,-10.2298,-4.56316,0.0932681,0.780226,0.764244,3.68671,0.376533,0.680449
571,1048.33,1,0.332697,1.50901,2.46087,0.000871471,-10.2814,-4.56686,0.0911334,0.784637,0.744893,3.78564,0.379174,0.66322
572,1053.97,1,0.335212,1.51006,2.41096,0.000866806,-10.2401,-4.56968,0.0905566,0.771456,0.741792,3.68978,0.377884,0.672676
573,1043.38,1,0.332557,1.51292,2.37971,0.000861063,-10.0943,-4.57712,0.0886108,0.781214,0.739082,3.59636,0.373457,0.691616
574,1033.26,1,0.32993,1.51525,2.38509,0.000875139,-10.578,-4.58028,0.0898205,0.773741,0.747151,3.66618,0.367535,0.681863
575,1044.82,1,0.334961,1.51199,2.38153,0.000893992,-10.5194,-4.57343,0.0900711,0.754149,0.729315,3.64418,0.363748,0.674047
576,1057.61,1,0.338537,1.51432,2.42257,0.000890549,-10.4225,-4.57148,0.0873964,0.767852,0.715843,3.71184,0.363163,0.656979
577,1060.65,1,0.337932,1.51095,2.44637,0.000874138,-10.5283,-4.57683,0.0876883,0.781006,0.744025,3.81165,0.360285,0.642142
578,1045.2,1,0.334747,1.50299,2.43177,0.000873057,-10.6428,-4.5744,0.0875043,0.763169,0.728782,3.9182,0.35877,0.634098
579,1045.89,1,0.333429,1.50276,2.43072,0.000870012,-10.5899,-4.5809,0.087979,0.769443,0.731963,4.12036,0.354313,0.639581
580,1046.74,1,0.334372,1.50569,2.42777,0.000867737,-10.7463,-4.58546,0.0884933,0.772242,0.728215,4.10986,0.351283,0.629564
581,1046.6,1,0.336274,1.50172,2.41128,0.000866833,-10.8116,-4.58814,0.0889979,0.759508,0.724302,4.0058,0.349256,0.625748
582,1049.2,1,0.337439,1.50438,2.36257,0.000869344,-11.1845,-4.5978,0.0880896,0.740277,0.730544,3.90437,0.349602,0.630953
583,1036.02,1,0.331552,1.50054,2.31696,0.000891091,-10.9659,-4.59185,0.0876177,0.737029,0.747105,3.95611,0.358306,0.656218
584,1039.64,1,0.33028,1.50462,2.32997,0.000880076,-11.1281,-4.59672,0.0878644,0.763732,0.755744,4.02572,0.36318,0.66249
585,1071.48,1,0.337486,1.503,2.31874,0.000885009,-11.1406,-4.59526,0.0865034,0.748506,0.761897,4.30091,0.363162,0.653735
586,1048.59,1,0.332979,1.49942,2.26548,0.000894058,-11.0975,-4.59784,0.087256,0.748651,0.761181,4.19201,0.363252,0.658153
587,1033.27,1,0.32904,1.50132,2.31289,0.000872035,-10.8665,-4.5956,0.0871084,0.751295,0.768088,4.08586,0.365463,0.671404
588,1033.23,1,0.329826,1.50257,2.3444,0.000868388,-10.666,-4.59049,0.0857418,0.744911,0.775893,3.98241,0.369839,0.654403
589,1043.63,1,0.330492,1.5068,2.28357,0.000879279,-10.8401,-4.59277,0.088001,0.749817,0.779577,4.02723,0.367775,0.666865
590,1027.73,1,0.327577,1.50343,2.29226,0.000874011,-10.7306,-4.59746,0.0882931,0.74746,0.778066,3.92526,0.358462,0.694042
591,1021.29,1,0.325681,1.50348,2.27333,0.000869849,-10.7517,-4.59987,0.0872402,0.751465,0.779137,3.82587,0.364061,0.696365
592,1033.82,1,0.330309,1.50234,2.28901,0.000873125,-10.8092,-4.60137,0.0881561,0.735677,0.785155,3.75779,0.358606,0.678733
593,1053.66,1,0.332941,1.49639,2.25916,0.000873822,-10.7935,-4.59647,0.0892403,0.736784,0.79834,3.83501,0.36213,0.710474
594,1021.43,1,0.327423,1.50122,2.22977,0.0008912,-10.9003,-4.59604,0.0893109,0.718129,0.778126,3.74718,0.364449,0.695803
595,1047.86,1,0.33218,1.50662,2.24832,0.000894652,-11.0813,-4.59222,0.0889019,0.720406,0.77843,4.02375,0.361071,0.691905
596,1042.71,1,0.330987,1.5091,2.30209,0.00088425,-10.9599,-4.59029,0.0883841,0.702165,0.782427,4.12657,0.363375,0.682385
597,1046.5,1,0.332405,1.50719,2.32111,0.000887412,-11.0302,-4.58634,0.0896929,0.684386,0.77632,4.1919,0.361535,0.704463
598,1045.62,1,0.333199,1.506,2.33981,0.000870921,-10.9833,-4.58626,0.08984,0.667057,0.787361,4.12819,0.362466,0.686626
599,1031.64,1,0.328658,1.50377,2.31121,0.000877853,-11.0187,-4.586,0.0915652,0.673041,0.767425,4.23601,0.361826,0.695869
600,1033.54,1,0.329905,1.50566,2.32784,0.000879847,-11.0704,-4.58325,0.0915979,0.675903,0.774972,4.12875,0.361526,0.683217
601,1030.04,1,0.331099,1.50488,2.31601,0.000881887,-10.7411,-4.58722,0.0916474,0.678264,0.765115,4.02421,0.359054,0.676368
602,1029.17,1,0.329874,1.50933,2.30703,0.000884028,-10.8039,-4.58371,0.091148,0.698805,0.778586,3.92231,0.364008,0.677443
603,1037.35,1,0.329724,1.51054,2.23986,0.00087408,-10.847,-4.58852,0.0923704,0.717835,0.767737,3.97461,0.363595,0.701086
604,1045.11,1,0.331459,1.50969,2.27054,0.00087059,-10.769,-4.58581,0.0948695,0.707696,0.768584,3.90489,0.362706,0.732164
605,1051.04,1,0.33462,1.50247,2.29333,0.000877968,-10.973,-4.58935,0.0920921,0.700963,0.757463,3.90268,0.362361,0.713625
606,1029.97,1,0.33197,1.50114,2.28915,0.000879932,-10.5994,-4.58705,0.0908151,0.69579,0.750198,3.80386,0.358261,0.695556
607,1036.19,1,0.333354,1.50222,2.22227,0.000876189,-10.6406,-4.59081,0.0896031,0.711844,0.763591,3.70755,0.358585,0.677944
608,1042.86,1,0.335192,1.50247,2.27928,0.0008812,-10.617,-4.58472,0.0905172,0.718398,0.78195,3.61367,0.357894,0.66993
609,1033.54,1,0.333819,1.49883,2.30226,0.000863019,-10.6817,-4.59153,0.0905915,0.714684,0.762995,3.57635,0.355286,0.658936
610,1061.99,1,0.339456,1.49224,2.35343,0.000907944,-10.6134,-4.57787,0.0905526,0.709721,0.756716,3.71238,0.362596,0.6772
611,1043.82,1,0.335053,1.48688,2.35233,0.000905533,-10.6435,-4.57373,0.0890255,0.714418,0.743681,3.6442,0.362545,0.688074
612,1060.75,1,0.337964,1.48345,2.33888,0.000902561,-10.5208,-4.56559,0.0920126,0.720266,0.764731,3.61205,0.366083,0.703367
613,1050.14,1,0.333745,1.47922,2.35757,0.000906838,-10.5869,-4.56423,0.091603,0.7604,0.755322,3.62517,0.367843,0.708223
614,1057.37,1,0.334183,1.47459,2.39137,0.000900968,-10.4341,-4.56668,0.0955156,0.766731,0.757502,3.64174,0.368245,0.736825
615,1043.8,1,0.333178,1.47046,2.38008,0.000920188,-10.4887,-4.56424,0.0930971,0.757924,0.754325,3.54953,0.367303,0.718168
616,1052.42,1,0.335959,1.46681,2.3507,0.000917069,-10.5345,-4.56927,0.0908167,0.776168,0.74277,3.54207,0.3675,0.699984
617,1070.29,1,0.339321,1.46569,2.34161,0.000893404,-10.6066,-4.5728,0.0949314,0.756515,0.734144,3.82312,0.364921,0.692218
618,1053.24,1,0.335843,1.46465,2.26301,0.000878714,-10.6761,-4.57563,0.0952476,0.803293,0.740461,3.72631,0.361018,0.676471
619,1041.76,1,0.332205,1.4702,2.32453,0.000870297,-10.3803,-4.56922,0.0943279,0.807009,0.759294,3.63196,0.362113,0.681796
620,1057.05,1,0.336052,1.46611,2.35925,0.000871359,-10.5045,-4.57206,0.09517,0.800009,0.770195,3.54,0.362106,0.681702
621,1049.17,1,0.333527,1.4648,2.32076,0.000856114,-10.3626,-4.57046,0.0963085,0.800369,0.768776,3.63414,0.359533,0.67379
622,1038.32,1,0.332515,1.46321,2.31299,0.0008567,-10.4033,-4.5754,0.0924946,0.790109,0.76966,3.54212,0.359224,0.671879
623,1050.59,1,0.335444,1.46531,2.32713,0.000886042,-10.4673,-4.56322,0.0937094,0.79229,0.758118,3.53015,0.361971,0.664014
624,1059.59,1,0.338797,1.46878,2.31276,0.000879084,-10.126,-4.57641,0.0939285,0.772229,0.777828,3.44077,0.363021,0.67338
625,1039.8,1,0.332082,1.46564,2.29278,0.000885902,-10.5891,-4.58031,0.0930063,0.770388,0.777163,3.6057,0.365374,0.66082
626,1041.14,1,0.333555,1.46302,2.25191,0.00087599,-10.4666,-4.58909,0.0955404,0.776807,0.784739,3.5144,0.364277,0.64972
627,1019.76,1,0.329725,1.46337,2.26886,0.00088176,-10.4502,-4.58852,0.0925781,0.757138,0.778684,3.45884,0.367815,0.633269
628,1039.61,1,0.333013,1.46449,2.31568,0.000881751,-10.441,-4.58849,0.0918605,0.766063,0.767773,3.55617,0.365333,0.656208
629,1040.93,1,0.335472,1.46471,2.28653,0.000909816,-10.2978,-4.58659,0.093551,0.746665,0.758297,3.492,0.362345,0.646718
630,1042.07,1,0.333234,1.46504,2.2845,0.000900886,-10.4133,-4.58812,0.0950032,0.755143,0.770211,3.68427,0.365283,0.651166
631,1051.88,1,0.336476,1.46952,2.25731,0.000945777,-10.1935,-4.5707,0.0968898,0.768678,0.750918,3.59098,0.364878,0.668065
632,1047.38,1,0.335568,1.46636,2.27043,0.000947782,-10.1767,-4.56555,0.0979917,0.766206,0.751003,3.50006,0.368603,0.681828
633,1044.03,1,0.335981,1.47041,2.27126,0.000933449,-10.1733,-4.56838,0.0954041,0.789649,0.73523,3.41143,0.364441,0.673975
634,1061.61,1,0.339715,1.46731,2.30013,0.000936139,-10.1241,-4.56117,0.0977325,0.785103,0.738289,3.35053,0.368735,0.674258
635,1068.69,1,0.342616,1.47111,2.27709,0.000927937,-10.0723,-4.56734,0.0979081,0.765223,0.741032,3.40257,0.368077,0.658715
636,1036.8,1,0.337772,1.47144,2.28524,0.000933056,-10.0028,-4.56835,0.097436,0.745848,0.728775,3.33098,0.366424,0.642036
637,1049.61,1,0.340023,1.47556,2.28126,0.000936002,-10.2424,-4.56524,0.098855,0.72842,0.710322,3.41554,0.366893,0.653258
638,1036.22,1,0.337786,1.47758,2.2434,0.000930318,-10.1444,-4.56456,0.0993655,0.735895,0.711991,3.32905,0.363674,0.652711
639,1038.4,1,0.337458,1.47758,2.27073,0.000924317,-10.1816,-4.56166,0.100281,0.737505,0.727915,3.24476,0.363587,0.669626
640,1038.79,1,0.334348,1.47575,2.23026,0.000919458,-10.232,-4.56521,0.100046,0.739398,0.742944,3.50118,0.363883,0.674031
641,1051.44,1,0.336226,1.47328,2.26214,0.000920167,-10.2114,-4.55455,0.0999584,0.750756,0.747309,3.5812,0.37774,0.656965
642,1028.05,1,0.331326,1.47585,2.22654,0.000928597,-10.2155,-4.55878,0.0978295,0.775131,0.746635,3.49052,0.380605,0.643037
643,1023.15,1,0.332904,1.48068,2.2829,0.00093664,-10.045,-4.55742,0.0982518,0.769268,0.733752,3.40214,0.380653,0.636005
644,1049.62,1,0.339525,1.48133,2.26484,0.000931779,-10.2079,-4.56535,0.0980449,0.768403,0.725226,3.31599,0.374787,0.63814
645,1046.07,1,0.338183,1.48435,2.24372,0.000920016,-10.0292,-4.56868,0.0984856,0.773206,0.742264,3.23203,0.368381,0.656455
646,1039.78,1,0.338529,1.48685,2.20994,0.000936349,-10.105,-4.56782,0.0958451,0.756606,0.723469,3.15019,0.371016,0.646107
647,1010.55,1,0.33184,1.48493,2.22654,0.000920393,-10.1558,-4.57505,0.0955562,0.737448,0.732967,3.13475,0.362143,0.636921
648,1003.21,1,0.331349,1.48693,2.2265,0.000912713,-10.1609,-4.57999,0.0947083,0.739228,0.738584,3.05537,0.359064,0.624351
649,993.42,1,0.327366,1.48838,2.22681,0.00088372,-10.3111,-4.58362,0.096247,0.749669,0.735773,3.12257,0.356509,0.638378
650,1012.83,1,0.330927,1.49081,2.22186,0.000884046,-10.2062,-4.58481,0.096752,0.75235,0.744039,3.14185,0.361381,0.652046
651,1007.01,1,0.328451,1.49232,2.2258,0.000886363,-10.2406,-4.58083,0.0973728,0.765488,0.744855,3.15335,0.367728,0.652058
652,999.953,1,0.327,1.49963,2.21578,0.000915255,-10.3606,-4.57487,0.0950709,0.771206,0.744625,3.19443,0.366361,0.635547
653,1044.31,1,0.334814,1.50409,2.16028,0.000913185,-10.4104,-4.5669,0.0936932,0.794833,0.734645,3.40808,0.381966,0.644593
654,1034.99,1,0.333269,1.50268,2.17035,0.000910047,-10.3743,-4.56824,0.0951409,0.790292,0.738248,3.32179,0.385271,0.644838
655,1035.32,1,0.335295,1.49856,2.20548,0.000906205,-10.2327,-4.56431,0.0961907,0.776522,0.752443,3.23768,0.382788,0.633095
656,1042.19,1,0.337236,1.49809,2.17297,0.000929011,-10.3319,-4.56998,0.0963554,0.76997,0.73339,3.16395,0.376263,0.650409
657,1051.18,1,0.337932,1.49862,2.19994,0.000896416,-10.3035,-4.57757,0.0950788,0.807252,0.726612,3.20524,0.375212,0.659478
658,1036.9,1,0.335373,1.49708,2.17582,0.000889618,-10.4049,-4.57982,0.0948761,0.810278,0.713654,3.2151,0.368135,0.649417
659,1032.3,1,0.333987,1.49962,2.23003,0.000888618,-10.5964,-4.58035,0.0931452,0.791327,0.703226,3.38039,0.366494,0.649562
660,1015.78,1,0.330244,1.4908,2.2327,0.000879585,-10.4421,-4.57571,0.0939252,0.776551,0.701675,3.29479,0.368547,0.667199
661,1034.13,1,0.335931,1.49086,2.23604,0.000885572,-10.307,-4.58366,0.0945008,0.773738,0.691591,3.27163,0.367105,0.657709
662,1039.45,1,0.33647,1.48796,2.28346,0.000882743,-10.3083,-4.585,0.0963507,0.768385,0.702914,3.35906,0.364346,0.661034
663,1054.91,1,0.336943,1.48911,2.26516,0.000880102,-10.5764,-4.59614,0.0979994,0.79166,0.716248,3.64374,0.362153,0.671244
664,1040.16,1,0.333647,1.48766,2.26142,0.000888276,-10.7082,-4.59434,0.0967791,0.786193,0.708408,3.80995,0.359374,0.654248
665,1045.08,1,0.33654,1.48441,2.26953,0.000889867,-10.7149,-4.58739,0.0976904,0.766286,0.717206,3.71348,0.357157,0.643122
666,1042.39,1,0.336995,1.48796,2.32374,0.000879642,-10.2132,-4.58585,0.0955522,0.785576,0.717917,3.61945,0.359029,0.644198
667,1048.61,1,0.338449,1.49305,2.32617,0.000871552,-10.3471,-4.59093,0.0948534,0.784605,0.715327,3.52781,0.355499,0.650359
668,1046.81,1,0.336753,1.49661,2.35442,0.000866638,-10.4238,-4.59495,0.0926035,0.793191,0.71214,3.53697,0.363348,0.64176
669,1041.71,1,0.335077,1.50222,2.31586,0.000875766,-10.546,-4.59667,0.0952458,0.795858,0.712215,3.44756,0.36578,0.660687
670,1053.98,1,0.338353,1.50151,2.27288,0.000857615,-10.4925,-4.60023,0.0946197,0.783003,0.717364,3.46152,0.363961,0.66548
671,1022.9,1,0.330679,1.49923,2.31497,0.000852411,-10.354,-4.60139,0.094972,0.771651,0.734612,3.38676,0.364029,0.663665
672,1028.74,1,0.332776,1.50285,2.2749,0.000852818,-10.4345,-4.60088,0.093231,0.783669,0.73794,3.32652,0.362923,0.648863
673,1043.35,1,0.337154,1.50429,2.26575,0.000859859,-10.374,-4.60423,0.0935683,0.784432,0.741212,3.30947,0.361538,0.636419
674,1028.31,1,0.334529,1.50741,2.26185,0.000859243,-10.1532,-4.60663,0.0951631,0.782277,0.747517,3.22567,0.358886,0.627952
675,1029.21,1,0.333906,1.5088,2.28815,0.000865691,-10.2659,-4.60235,0.0934512,0.78594,0.746611,3.23859,0.359264,0.637591
676,1036.17,1,0.335082,1.50856,2.27268,0.000882505,-10.3882,-4.59586,0.094486,0.76604,0.763351,3.3173,0.363734,0.633807
677,1052.31,1,0.340086,1.51086,2.27582,0.000889002,-10.4032,-4.59705,0.0948028,0.751982,0.763146,3.2333,0.367293,0.636422
678,1061.07,1,0.344107,1.51043,2.28289,0.000880003,-10.4615,-4.60143,0.0935024,0.732941,0.761642,3.15143,0.362363,0.649613
679,1039.62,1,0.335935,1.50846,2.22587,0.000886013,-10.6957,-4.61138,0.0902401,0.751558,0.777259,3.23157,0.362708,0.65282
680,1033.69,1,0.334707,1.50308,2.24341,0.000890307,-10.7409,-4.60847,0.0911568,0.738266,0.778725,3.24153,0.36409,0.650729
681,1025.01,1,0.332102,1.50051,2.23266,0.00088308,-10.5954,-4.6095,0.0919513,0.745049,0.770589,3.18984,0.364445,0.671014
682,1012.86,1,0.330464,1.49872,2.23453,0.000867532,-10.503,-4.61174,0.0940401,0.757512,0.760353,3.10907,0.363692,0.654024
683,1004.22,1,0.329326,1.49562,2.2194,0.000868038,-10.4004,-4.61289,0.095493,0.738404,0.769454,3.03035,0.364082,0.676714
684,1022.14,1,0.332996,1.49591,2.26838,0.000850951,-10.4354,-4.6137,0.0950109,0.744716,0.795486,3.01741,0.364677,0.659579
685,1030.82,1,0.333751,1.49341,2.29301,0.000849661,-10.3988,-4.61345,0.0951623,0.742797,0.79305,3.1892,0.367056,0.645683
686,1029.32,1,0.335728,1.49184,2.33575,0.000855347,-10.4081,-4.61052,0.0959432,0.735915,0.791402,3.10845,0.371207,0.629334
687,1037.91,1,0.334795,1.49832,2.3919,0.000854699,-10.3606,-4.60799,0.0936272,0.744162,0.778163,3.32913,0.376482,0.632942
688,1019.14,1,0.33375,1.49053,2.37527,0.000849469,-10.1277,-4.60504,0.0937109,0.725319,0.765104,3.24484,0.375663,0.621363
689,1035.62,1,0.33554,1.49001,2.36446,0.000845544,-10.1552,-4.60817,0.0953133,0.735318,0.780061,3.16268,0.376772,0.643217
690,1027.39,1,0.3309,1.49274,2.34713,0.000841261,-10.2685,-4.60391,0.0946717,0.766471,0.790159,3.359,0.37549,0.630094
691,1030.92,1,0.33289,1.48813,2.29149,0.000854628,-10.3142,-4.60773,0.0942607,0.750295,0.787667,3.27395,0.378663,0.633884
692,1017.84,1,0.330265,1.48891,2.28248,0.000855538,-10.2583,-4.61043,0.0940664,0.768458,0.773146,3.19328,0.372913,0.632931
693,1042.73,1,0.337465,1.48932,2.25091,0.000860232,-10.1555,-4.61116,0.0932499,0.749,0.765397,3.20854,0.368541,0.641377
694,1039.82,1,0.335913,1.49118,2.22388,0.000865058,-10.4442,-4.61435,0.0943898,0.747889,0.780485,3.13909,0.378155,0.646951
695,1035.38,1,0.335395,1.49234,2.22246,0.000860243,-10.3406,-4.6148,0.0924546,0.752823,0.781407,3.14665,0.378906,0.63057
696,1045.79,1,0.336858,1.49059,2.2163,0.000848419,-10.4862,-4.61924,0.0910731,0.74125,0.79036,3.26823,0.378126,0.634182
697,1043.99,1,0.335853,1.48966,2.24309,0.000851727,-10.3883,-4.61613,0.0916551,0.758533,0.7945,3.23942,0.381387,0.629779
698,1061.42,1,0.338951,1.4971,2.23306,0.000860017,-10.2954,-4.61758,0.0907893,0.739326,0.822994,3.38945,0.385872,0.63155
699,1046.91,1,0.334289,1.49436,2.24052,0.000886799,-10.4041,-4.6061,0.0931817,0.734705,0.82059,3.45627,0.38035,0.648127
700,1040.65,1,0.330659,1.49028,2.27621,0.000880559,-10.6305,-4.60324,0.0937662,0.743669,0.814048,3.57942,0.384004,0.668641
701,1040.77,1,0.329734,1.48674,2.28347,0.000864756,-10.676,-4.60904,0.0958919,0.742271,0.811429,3.64815,0.382133,0.688314
702,1045.19,1,0.333252,1.48974,2.30724,0.000872175,-10.1553,-4.60871,0.0972199,0.747442,0.803109,3.55578,0.376578,0.693386
703,1037.77,1,0.332237,1.48719,2.3111,0.000870357,-10.2263,-4.6113,0.0963666,0.728517,0.818839,3.46574,0.382232,0.682016
704,1032.16,1,0.329943,1.48742,2.32106,0.000871594,-10.3835,-4.61007,0.0961858,0.710533,0.82531,3.51539,0.379681,0.670693
705,1041.72,1,0.332625,1.48385,2.27977,0.000862692,-10.167,-4.60987,0.098323,0.714528,0.825817,3.42638,0.380172,0.712053
706,1030.08,1,0.332417,1.48193,2.31642,0.000862288,-10.1359,-4.61032,0.0984165,0.71431,0.814535,3.33962,0.376052,0.694024
707,1032.48,1,0.331759,1.48376,2.28109,0.000856523,-10.2082,-4.6041,0.0975689,0.715712,0.815626,3.25506,0.379615,0.681229
708,1036.96,1,0.333142,1.48141,2.29518,0.000871391,-10.4299,-4.60657,0.097227,0.73645,0.814931,3.19353,0.376967,0.67209
709,1032.96,1,0.328626,1.48164,2.24583,0.00086781,-10.5111,-4.60691,0.0967634,0.759803,0.804594,3.55428,0.38026,0.675206
710,1023.48,1,0.327432,1.47712,2.16551,0.000846477,-10.6015,-4.62403,0.0952215,0.740564,0.803566,3.72147,0.373517,0.65811
711,1043.11,1,0.334527,1.47766,2.17424,0.000852293,-10.6888,-4.6208,0.093364,0.723433,0.788912,3.62724,0.371175,0.643484
712,1042.76,1,0.332551,1.47808,2.13108,0.000847271,-10.7176,-4.62193,0.0955948,0.71924,0.797195,3.72504,0.373758,0.66059
713,1041.47,1,0.332692,1.48022,2.19621,0.000857408,-10.3079,-4.61201,0.0970717,0.727843,0.813186,3.63072,0.374523,0.652595
714,1030.08,1,0.331387,1.47983,2.21709,0.0008562,-10.3511,-4.60461,0.0956054,0.714472,0.804618,3.53879,0.374273,0.658809
715,1055.33,1,0.335939,1.48124,2.20957,0.000866305,-10.328,-4.59739,0.0964835,0.724547,0.82966,3.44918,0.383227,0.67189
716,1061.05,1,0.336023,1.48668,2.23085,0.000864262,-10.4305,-4.59854,0.0944895,0.727135,0.830066,3.65188,0.389749,0.654878
717,1053.58,1,0.333594,1.4867,2.19413,0.000869245,-10.2848,-4.59918,0.0950776,0.727161,0.83382,3.67534,0.386521,0.656122
718,1053.65,1,0.33565,1.4923,2.21316,0.000869758,-10.2731,-4.60436,0.0962554,0.749109,0.821251,3.58228,0.386454,0.653285
719,1031.12,1,0.331045,1.48869,2.16677,0.000852275,-10.2443,-4.60671,0.096682,0.760573,0.816768,3.49157,0.381384,0.636743
720,1046.5,1,0.333076,1.48539,2.14057,0.000848393,-10.4993,-4.60723,0.0983779,0.765947,0.827919,3.61532,0.377192,0.620621
721,1082.12,1,0.341907,1.47955,2.15241,0.000847502,-10.2663,-4.59772,0.10127,0.777024,0.821408,3.68344,0.376035,0.618602
722,1088.62,1,0.343431,1.47698,2.15691,0.000865452,-10.3554,-4.59461,0.10015,0.774547,0.8278,3.66452,0.383247,0.612086
723,1075.02,1,0.337225,1.4772,2.14012,0.000866504,-10.2868,-4.59938,0.102763,0.806531,0.830192,3.66069,0.386131,0.644409
724,1063.67,1,0.335891,1.48126,2.17929,0.000877662,-10.2875,-4.59554,0.0999973,0.790391,0.834956,3.568,0.390131,0.635226
725,1062.81,1,0.337958,1.48308,2.19376,0.000879443,-10.3835,-4.60084,0.0982111,0.770378,0.825916,3.47765,0.387845,0.628247
726,1056.7,1,0.337385,1.48482,2.16181,0.00087075,-10.3441,-4.60664,0.0967579,0.750871,0.831085,3.3896,0.385561,0.642263
727,1061.75,1,0.337577,1.48481,2.22779,0.000860315,-10.2974,-4.60843,0.0955361,0.783992,0.841215,3.30377,0.391309,0.631481
728,1032.77,1,0.330417,1.48774,2.24374,0.000853177,-10.2131,-4.61047,0.09644,0.799831,0.821702,3.22012,0.390094,0.64091
729,1050.01,1,0.336459,1.48601,2.20089,0.000844602,-10.1483,-4.6207,0.0965009,0.798403,0.825805,3.19397,0.382758,0.624682
730,1028.62,1,0.335268,1.4886,2.24581,0.000846763,-10.0027,-4.61582,0.0956212,0.779809,0.81871,3.1131,0.374958,0.608865
731,1032.54,1,0.336001,1.4886,2.219,0.000858617,-9.94229,-4.60585,0.0975163,0.770618,0.830211,3.03427,0.380067,0.593448
732,1020.83,1,0.332493,1.48756,2.18432,0.000857337,-10.0901,-4.60679,0.0977041,0.766767,0.825221,3.03624,0.376457,0.584309
733,1019.08,1,0.333,1.48675,2.1867,0.00085463,-10.0269,-4.60707,0.0992549,0.756369,0.844272,2.95936,0.38154,0.569514
734,1045.18,1,0.337197,1.48491,2.18951,0.000866181,-10.0699,-4.60653,0.098579,0.74206,0.852729,3.2403,0.385626,0.569528
735,1041.07,1,0.3345,1.48319,2.14224,0.000861881,-10.078,-4.60505,0.0995819,0.772165,0.853347,3.15825,0.390855,0.598243
736,1047.08,1,0.336919,1.48685,2.17787,0.000866022,-9.97426,-4.60649,0.0987136,0.786816,0.853046,3.07828,0.391433,0.584486
737,1039.37,1,0.335613,1.48639,2.16187,0.000883929,-10.1673,-4.60362,0.0981128,0.766894,0.85726,3.06894,0.387528,0.57829
738,1044.31,1,0.336201,1.48489,2.15631,0.00089928,-10.206,-4.59433,0.0968579,0.747476,0.858432,3.18602,0.390787,0.589131
739,1038.01,1,0.334275,1.481,2.16379,0.000907378,-10.176,-4.59537,0.0984383,0.736288,0.866809,3.18699,0.393259,0.586749
740,1026.18,1,0.329981,1.48089,2.16622,0.000899896,-10.1977,-4.59824,0.0974641,0.747583,0.878279,3.20805,0.393133,0.595515
741,1036.55,1,0.334748,1.48046,2.20488,0.000894359,-10.0088,-4.59361,0.0945114,0.735483,0.878897,3.12682,0.400946,0.590016
742,1065.49,1,0.342132,1.47785,2.17874,0.000908325,-9.99635,-4.58302,0.0955743,0.750338,0.864042,3.04765,0.398789,0.58515
743,1057.81,1,0.338021,1.47358,2.15403,0.000903592,-10.3114,-4.5857,0.0963996,0.744978,0.858906,3.23747,0.399945,0.59871
744,1049.69,1,0.338261,1.47101,2.1498,0.000906029,-10.3058,-4.59094,0.0953773,0.726115,0.850704,3.17001,0.401376,0.58355
745,1057.42,1,0.340086,1.46512,2.11751,0.000859715,-10.4036,-4.60866,0.094503,0.737148,0.857675,3.15411,0.391213,0.587043
746,1044.89,1,0.338323,1.46282,2.07996,0.000864609,-10.1763,-4.605,0.0925528,0.726909,0.85389,3.07424,0.389103,0.590942
747,1052.63,1,0.337535,1.46215,2.06744,0.000868731,-10.474,-4.60686,0.0944409,0.722512,0.852429,3.24878,0.38868,0.616537
748,1058.89,1,0.339826,1.46415,2.09405,0.00087568,-10.3141,-4.60532,0.0935535,0.729718,0.842053,3.20994,0.38934,0.608931
749,1059.87,1,0.340198,1.46896,2.09257,0.000876372,-10.545,-4.61288,0.0920825,0.722519,0.838797,3.41755,0.384503,0.593513
750,1026.05,1,0.331584,1.46874,2.07721,0.000864225,-10.5941,-4.61808,0.090648,0.748217,0.822375,3.35653,0.385673,0.582889
751,1029.89,1,0.332877,1.46893,2.06581,0.000880057,-10.5328,-4.62081,0.0915636,0.750174,0.817601,3.27154,0.388546,0.585644
752,1045.93,1,0.335233,1.46899,2.08869,0.000876895,-10.5818,-4.62158,0.0928113,0.736152,0.813549,3.53102,0.388287,0.596825
753,1034.33,1,0.332224,1.46576,2.0589,0.000885692,-10.3343,-4.61305,0.0931684,0.729652,0.82147,3.57937,0.389855,0.586043
754,1051.03,1,0.336144,1.46074,2.03912,0.000893078,-10.457,-4.61465,0.094054,0.724695,0.826759,3.64311,0.387375,0.589058
755,1040.04,1,0.332209,1.46675,2.06957,0.000894308,-10.6614,-4.60746,0.0937146,0.737031,0.836187,3.65442,0.394979,0.584483
756,1050.61,1,0.333819,1.45914,2.10505,0.000883342,-10.8119,-4.60626,0.0938248,0.725206,0.837058,3.78151,0.39574,0.598217
757,1049.2,1,0.334948,1.45839,2.13612,0.000892949,-10.7911,-4.6015,0.091993,0.729445,0.823724,3.68576,0.395425,0.592693
