rep,id,eta_initT,eta_aS,eta_dS,eta_tau,eta_lBt0,eta_lp,eta_dI,eta_lk,eta_lae,eta_f,eta_dp,eta_lw,eta_dE,eta_lE50,data
2,1,0.475430,0.024559,-0.019504,0.000000,0.000109,0.000000,0.000000,0.213017,0.225498,0.000000,0.000000,-1.340029,1.832197,0.000000,africa
3,1,2.592430,-0.016130,-0.041042,0.000000,0.010463,0.000000,0.000000,0.217282,0.099404,0.000000,0.000000,-1.268453,0.715860,0.000000,africa
4,1,2.282415,0.024076,-0.035401,0.000000,-0.004672,0.000000,0.000000,-0.824279,0.394774,0.000000,0.000000,-0.157019,0.601367,0.000000,africa
5,1,-0.626457,-0.019225,0.001793,0.000000,-0.004054,0.000000,0.000000,-0.353191,0.387894,0.000000,0.000000,-0.725566,0.831521,0.000000,africa
6,1,0.372350,-0.001153,-0.060576,0.000000,-0.006951,0.000000,0.000000,-0.356014,0.276865,0.000000,0.000000,-0.581616,0.172531,0.000000,africa
7,1,0.771780,-0.013130,-0.012255,0.000000,0.020609,0.000000,0.000000,-0.513098,0.019407,0.000000,0.000000,-0.365543,1.661620,0.000000,africa
8,1,-1.359981,-0.018069,-0.006545,0.000000,-0.002357,0.000000,0.000000,-0.720823,-0.135750,0.000000,0.000000,-0.142411,0.670865,0.000000,africa
9,1,-0.148491,-0.001324,-0.013956,0.000000,-0.010196,0.000000,0.000000,-0.750628,0.197358,0.000000,0.000000,0.026878,0.596311,0.000000,africa
10,1,-0.590985,-0.006525,-0.032690,0.000000,0.003063,0.000000,0.000000,-0.514185,-0.514644,0.000000,0.000000,-0.237846,0.067192,0.000000,africa
1,2,1.829177,-0.025098,-0.010201,0.000000,-0.006529,0.000000,0.000000,-0.171263,-0.167623,0.000000,0.000000,0.322908,-0.789027,0.000000,africa
2,2,3.250671,0.031864,0.036788,0.000000,0.016384,0.000000,0.000000,-0.162308,0.467757,0.000000,0.000000,0.248955,0.207539,0.000000,africa
3,2,1.500968,-0.000070,-0.012878,0.000000,0.003512,0.000000,0.000000,0.325770,-0.046928,0.000000,0.000000,-1.385951,1.590087,0.000000,africa
4,2,1.039891,-0.003634,0.057100,0.000000,0.010163,0.000000,0.000000,-0.624629,0.199907,0.000000,0.000000,0.077966,-0.811159,0.000000,africa
5,2,3.526281,0.007801,-0.013380,0.000000,0.002109,0.000000,0.000000,-0.524721,0.266511,0.000000,0.000000,-0.466758,0.986690,0.000000,africa
6,2,2.254572,0.024944,0.002970,0.000000,0.007268,0.000000,0.000000,-0.571671,0.065770,0.000000,0.000000,0.270125,0.307850,0.000000,africa
7,2,2.409601,-0.001563,0.000039,0.000000,0.007338,0.000000,0.000000,0.087517,0.317311,0.000000,0.000000,-0.046654,-0.633607,0.000000,africa
8,2,1.246059,0.027569,0.009070,0.000000,-0.010891,0.000000,0.000000,-0.730253,-0.250755,0.000000,0.000000,-0.163031,0.147182,0.000000,africa
9,2,-0.129432,0.004165,0.024147,0.000000,-0.006881,0.000000,0.000000,0.141375,0.388510,0.000000,0.000000,-0.001197,-0.928229,0.000000,africa
10,2,3.933014,0.009514,-0.032800,0.000000,0.003745,0.000000,0.000000,-0.301976,0.364831,0.000000,0.000000,-0.691930,0.625463,0.000000,africa
1,3,0.855882,0.028125,0.014431,0.000000,-0.002380,0.000000,0.000000,-0.144404,-0.281745,0.000000,0.000000,-0.709879,1.724839,0.000000,africa
2,3,0.042117,-0.022884,-0.028636,0.000000,0.009838,0.000000,0.000000,-0.574266,-0.036164,0.000000,0.000000,-0.348252,0.863458,0.000000,africa
3,3,2.193776,-0.008363,-0.008678,0.000000,0.008938,0.000000,0.000000,-0.116158,-0.125573,0.000000,0.000000,-0.535552,0.287318,0.000000,africa
4,3,1.508381,0.011933,-0.037630,0.000000,-0.012777,0.000000,0.000000,0.086295,-0.194447,0.000000,0.000000,-0.997610,0.316016,0.000000,africa
5,3,1.822548,-0.036401,-0.040918,0.000000,0.019487,0.000000,0.000000,-0.468547,0.011653,0.000000,0.000000,-0.466246,0.726873,0.000000,africa
6,3,0.020552,-0.019333,0.006216,0.000000,0.012051,0.000000,0.000000,-0.556745,0.035849,0.000000,0.000000,-0.061768,1.821060,0.000000,africa
7,3,1.441235,-0.020620,0.017499,0.000000,0.018171,0.000000,0.000000,-0.335468,0.317908,0.000000,0.000000,-0.514060,0.420594,0.000000,africa
8,3,-0.056264,-0.012873,-0.008030,0.000000,0.007948,0.000000,0.000000,0.077372,-0.327221,0.000000,0.000000,-0.880932,0.561427,0.000000,africa
9,3,-0.610633,-0.001129,-0.010171,0.000000,0.003974,0.000000,0.000000,-0.321194,-0.469809,0.000000,0.000000,-0.414635,2.176806,0.000000,africa
10,3,0.804537,0.011509,0.002172,0.000000,0.005403,0.000000,0.000000,-0.058124,-0.486253,0.000000,0.000000,-0.760699,1.087556,0.000000,africa
1,4,-0.372993,0.010358,-0.014025,0.000000,-0.013361,0.000000,0.000000,0.324665,-0.205137,0.000000,0.000000,-0.056658,-1.339258,0.000000,africa
2,4,0.520045,0.015919,-0.080950,0.000000,-0.016104,0.000000,0.000000,0.273760,-0.141910,0.000000,0.000000,-0.007219,-1.187702,0.000000,africa
3,4,-5.324544,-0.032327,0.059006,0.000000,-0.001348,0.000000,0.000000,0.084936,0.168703,0.000000,0.000000,0.269235,-1.538020,0.000000,africa
4,4,-3.388254,-0.034648,-0.001358,0.000000,0.005139,0.000000,0.000000,0.557585,-0.037057,0.000000,0.000000,-0.677759,-1.517600,0.000000,africa
5,4,-1.418649,-0.058732,0.013014,0.000000,0.013105,0.000000,0.000000,0.464812,0.378309,0.000000,0.000000,-0.069018,-1.465875,0.000000,africa
6,4,-1.719866,0.014289,0.015988,0.000000,-0.008539,0.000000,0.000000,0.135081,0.423604,0.000000,0.000000,-0.080661,-1.470402,0.000000,africa
7,4,-0.750785,-0.018070,-0.036282,0.000000,0.008019,0.000000,0.000000,0.431825,0.009649,0.000000,0.000000,-0.108805,-1.410863,0.000000,africa
8,4,1.196779,0.002813,-0.024097,0.000000,0.005050,0.000000,0.000000,0.060621,-0.636126,0.000000,0.000000,-0.086145,-0.935733,0.000000,africa
9,4,2.114004,-0.008168,-0.014739,0.000000,0.004654,0.000000,0.000000,-0.035779,0.059836,0.000000,0.000000,0.161207,-1.188339,0.000000,africa
10,4,0.761823,0.001915,-0.069554,0.000000,-0.002790,0.000000,0.000000,-0.492498,0.446272,0.000000,0.000000,0.135291,-0.982741,0.000000,africa
1,5,-2.105980,-0.012202,-0.039424,0.000000,-0.006257,0.000000,0.000000,0.232659,-0.239408,0.000000,0.000000,-0.972295,0.047187,0.000000,africa
2,5,-1.472676,-0.010744,-0.032994,0.000000,0.004805,0.000000,0.000000,-0.286575,0.131462,0.000000,0.000000,-0.199823,0.126881,0.000000,africa
3,5,-3.470398,0.006364,-0.004408,0.000000,-0.003283,0.000000,0.000000,-0.631138,-0.281149,0.000000,0.000000,0.012817,-0.072860,0.000000,africa
4,5,0.777823,0.000702,-0.034025,0.000000,-0.003402,0.000000,0.000000,-0.212650,-0.143922,0.000000,0.000000,0.336083,-0.270764,0.000000,africa
5,5,-2.851018,-0.021875,-0.037181,0.000000,0.000397,0.000000,0.000000,-0.087222,-0.125450,0.000000,0.000000,-0.055251,-0.657297,0.000000,africa
6,5,-2.357754,0.004254,0.035961,0.000000,-0.003761,0.000000,0.000000,0.208760,0.252041,0.000000,0.000000,-0.397219,0.032395,0.000000,africa
7,5,-0.848836,-0.005817,0.005626,0.000000,-0.000389,0.000000,0.000000,0.078401,0.060205,0.000000,0.000000,-0.407835,-0.567610,0.000000,africa
8,5,0.513369,0.017622,-0.024588,0.000000,-0.007193,0.000000,0.000000,-0.318545,0.130007,0.000000,0.000000,0.014763,-0.052601,0.000000,africa
9,5,0.898113,-0.013486,-0.020131,0.000000,0.018485,0.000000,0.000000,-0.064468,0.694378,0.000000,0.000000,0.453882,-0.720040,0.000000,africa
10,5,-2.223889,-0.011605,0.016697,0.000000,0.013772,0.000000,0.000000,0.030519,0.064934,0.000000,0.000000,-0.820922,0.285912,0.000000,africa
1,6,-4.711756,-0.042417,-0.021405,0.000000,0.007007,0.000000,0.000000,-0.082063,0.149465,0.000000,0.000000,0.747146,-0.497333,0.000000,africa
2,6,-1.365075,0.049028,-0.002617,0.000000,0.003071,0.000000,0.000000,0.569900,-0.276707,0.000000,0.000000,0.011827,-0.404013,0.000000,africa
3,6,-3.013953,0.017325,-0.012020,0.000000,-0.009636,0.000000,0.000000,0.818268,0.308294,0.000000,0.000000,0.493914,0.865895,0.000000,africa
4,6,-2.705259,-0.003363,0.048701,0.000000,0.008059,0.000000,0.000000,0.362215,-0.073805,0.000000,0.000000,0.442980,0.136818,0.000000,africa
5,6,-6.262989,-0.007182,0.016735,0.000000,-0.004957,0.000000,0.000000,-0.094225,0.044208,0.000000,0.000000,0.868315,0.051932,0.000000,africa
6,6,-2.516510,0.015044,0.004451,0.000000,-0.017220,0.000000,0.000000,0.018633,0.165870,0.000000,0.000000,0.775365,0.271055,0.000000,africa
7,6,-2.731119,-0.032902,-0.051646,0.000000,0.006262,0.000000,0.000000,-0.098589,-0.493944,0.000000,0.000000,0.639359,-0.080044,0.000000,africa
8,6,-3.495819,0.010503,0.029476,0.000000,-0.005834,0.000000,0.000000,0.635580,0.200593,0.000000,0.000000,0.131258,-0.071192,0.000000,africa
9,6,-2.920142,-0.007671,-0.057732,0.000000,-0.012215,0.000000,0.000000,0.640576,0.049079,0.000000,0.000000,0.593512,0.812592,0.000000,africa
10,6,-4.433559,0.003426,-0.041158,0.000000,-0.010621,0.000000,0.000000,0.783928,-0.612603,0.000000,0.000000,-0.231579,-0.246720,0.000000,africa
1,7,4.071110,-0.009800,0.003094,0.000000,0.006095,0.000000,0.000000,0.865612,0.252775,0.000000,0.000000,1.903384,1.404642,0.000000,africa
2,7,3.398358,-0.021061,0.046700,0.000000,0.006689,0.000000,0.000000,1.372675,0.012279,0.000000,0.000000,1.507513,2.406876,0.000000,africa
3,7,1.581974,-0.028731,0.053349,0.000000,-0.001178,0.000000,0.000000,-0.118010,-0.361324,0.000000,0.000000,2.785073,0.112166,0.000000,africa
4,7,2.158751,-0.007149,0.018725,0.000000,-0.022161,0.000000,0.000000,0.341561,0.144641,0.000000,0.000000,2.171900,0.041649,0.000000,africa
5,7,3.741541,0.004602,0.000813,0.000000,0.001583,0.000000,0.000000,0.808713,0.014965,0.000000,0.000000,1.626612,0.088205,0.000000,africa
6,7,2.289107,0.011619,0.093877,0.000000,0.005370,0.000000,0.000000,0.728414,0.155781,0.000000,0.000000,1.946144,-0.474493,0.000000,africa
7,7,4.598074,-0.020190,-0.002187,0.000000,-0.001263,0.000000,0.000000,0.418242,-0.151824,0.000000,0.000000,1.623617,-0.923450,0.000000,africa
8,7,2.061839,0.020362,0.014134,0.000000,0.006408,0.000000,0.000000,0.271072,-0.226216,0.000000,0.000000,2.353861,0.150421,0.000000,africa
9,7,1.857063,-0.003134,0.052293,0.000000,-0.000153,0.000000,0.000000,0.507390,-0.335802,0.000000,0.000000,1.941204,-0.360640,0.000000,africa
10,7,-1.068417,-0.025377,0.003036,0.000000,-0.015271,0.000000,0.000000,0.373414,0.292746,0.000000,0.000000,1.986348,-0.395836,0.000000,africa
1,8,-1.082033,0.000823,-0.055316,0.000000,-0.003083,0.000000,0.000000,-0.457452,0.372042,0.000000,0.000000,-0.789748,0.400018,0.000000,africa
2,8,-1.677697,-0.012096,-0.051081,0.000000,-0.013896,0.000000,0.000000,-0.884806,0.288818,0.000000,0.000000,-0.202060,0.312017,0.000000,africa
3,8,0.150101,0.023578,-0.026840,0.000000,0.011702,0.000000,0.000000,-1.082046,0.234432,0.000000,0.000000,-0.122076,2.665597,0.000000,africa
4,8,0.102118,0.007099,0.011455,0.000000,0.009404,0.000000,0.000000,-0.215455,-0.625852,0.000000,0.000000,-0.925581,0.693837,0.000000,africa
5,8,0.641266,0.029137,-0.016086,0.000000,0.000956,0.000000,0.000000,-0.794249,0.108664,0.000000,0.000000,-0.373158,0.902548,0.000000,africa
6,8,1.279957,-0.003008,-0.056963,0.000000,0.006523,0.000000,0.000000,-0.211511,0.256611,0.000000,0.000000,-1.094447,1.483941,0.000000,africa
7,8,-2.465356,0.006661,0.013338,0.000000,-0.007504,0.000000,0.000000,0.138027,-0.107231,0.000000,0.000000,-1.289146,-0.379547,0.000000,africa
8,8,-2.809746,-0.040830,0.000550,0.000000,0.005593,0.000000,0.000000,-0.440583,0.003527,0.000000,0.000000,-0.775733,-0.308322,0.000000,africa
9,8,-3.616730,0.003627,0.050419,0.000000,-0.006866,0.000000,0.000000,-0.415349,0.141987,0.000000,0.000000,-0.682516,-0.297864,0.000000,africa
10,8,0.661389,0.003790,-0.033479,0.000000,0.015328,0.000000,0.000000,-0.220224,0.049621,0.000000,0.000000,-1.072336,1.200579,0.000000,africa
1,9,-1.448466,-0.002804,-0.005587,0.000000,-0.012492,0.000000,0.000000,-0.365513,-0.182871,0.000000,0.000000,0.810867,-1.620968,0.000000,africa
2,9,-0.431395,0.002152,0.030641,0.000000,-0.004435,0.000000,0.000000,0.379274,0.503516,0.000000,0.000000,0.201413,-1.819986,0.000000,africa
3,9,-2.459162,-0.018301,0.050214,0.000000,-0.001469,0.000000,0.000000,0.040905,0.311810,0.000000,0.000000,0.695366,-1.757224,0.000000,africa
4,9,-4.303996,-0.020509,0.031020,0.000000,-0.021880,0.000000,0.000000,0.314382,0.038088,0.000000,0.000000,0.406551,-1.946275,0.000000,africa
5,9,-3.907408,-0.004837,0.027790,0.000000,-0.011302,0.000000,0.000000,-0.045551,0.772212,0.000000,0.000000,0.695937,-1.981412,0.000000,africa
6,9,-0.310628,0.006193,-0.012958,0.000000,-0.009068,0.000000,0.000000,-0.279418,0.356779,0.000000,0.000000,0.806023,-1.626218,0.000000,africa
7,9,-1.666848,0.006529,0.026663,0.000000,-0.006189,0.000000,0.000000,-0.106508,0.248336,0.000000,0.000000,0.806835,-1.667677,0.000000,africa
8,9,-3.594499,-0.007605,0.028324,0.000000,-0.008891,0.000000,0.000000,0.035322,-0.241593,0.000000,0.000000,0.265566,-1.719515,0.000000,africa
9,9,-2.107481,0.003049,-0.034591,0.000000,-0.011345,0.000000,0.000000,-0.003722,0.796447,0.000000,0.000000,0.304688,-1.914914,0.000000,africa
10,9,-3.102092,-0.012482,0.044142,0.000000,-0.014167,0.000000,0.000000,0.249216,0.097226,0.000000,0.000000,0.812722,-1.681025,0.000000,africa
1,10,-1.403044,0.021624,-0.019708,0.000000,-0.011020,0.000000,0.000000,0.253672,0.750042,0.000000,0.000000,-0.913376,-1.382293,0.000000,africa
2,10,-3.155630,0.005173,0.008953,0.000000,0.017167,0.000000,0.000000,0.006724,-0.075451,0.000000,0.000000,-1.011270,-0.092374,0.000000,africa
3,10,-1.551016,0.001674,-0.026793,0.000000,0.010972,0.000000,0.000000,-0.621873,0.026446,0.000000,0.000000,-0.169282,-0.656937,0.000000,africa
4,10,-2.874033,-0.003390,-0.024867,0.000000,-0.000784,0.000000,0.000000,-0.633945,-0.090043,0.000000,0.000000,-0.391124,0.230591,0.000000,africa
5,10,-2.603517,0.007912,0.056085,0.000000,0.019791,0.000000,0.000000,-0.269288,-0.548715,0.000000,0.000000,-0.548945,-0.828122,0.000000,africa
6,10,-3.308758,0.022288,0.020948,0.000000,-0.000942,0.000000,0.000000,-0.132077,0.068146,0.000000,0.000000,-1.177038,0.629976,0.000000,africa
7,10,-3.607753,0.020255,0.022210,0.000000,-0.007733,0.000000,0.000000,-0.458123,-0.501516,0.000000,0.000000,-0.014587,-1.110203,0.000000,africa
8,10,-0.821649,0.019354,-0.051273,0.000000,-0.014135,0.000000,0.000000,-0.470184,-0.435165,0.000000,0.000000,-0.589943,0.174402,0.000000,africa
9,10,-2.907002,0.007878,0.029196,0.000000,0.013036,0.000000,0.000000,-0.573986,0.095333,0.000000,0.000000,-0.607412,-0.154887,0.000000,africa
10,10,-2.109195,-0.004011,-0.013029,0.000000,0.003526,0.000000,0.000000,-0.172974,0.253061,0.000000,0.000000,-0.947468,-0.615264,0.000000,africa
1,11,0.943826,-0.000899,-0.016575,0.000000,-0.006077,0.000000,0.000000,-0.278228,0.142591,0.000000,0.000000,-0.347213,-0.462859,0.000000,africa
2,11,4.715398,0.023381,-0.034158,0.000000,0.012396,0.000000,0.000000,-0.665782,0.221404,0.000000,0.000000,0.081868,-0.085061,0.000000,africa
3,11,1.956786,-0.017361,-0.034033,0.000000,0.008866,0.000000,0.000000,-0.542377,-0.514435,0.000000,0.000000,-0.279606,0.440318,0.000000,africa
4,11,3.043208,-0.016990,-0.038926,0.000000,0.007372,0.000000,0.000000,-0.659227,-0.339719,0.000000,0.000000,0.078821,0.040136,0.000000,africa
5,11,1.736070,-0.013566,-0.016345,0.000000,-0.007656,0.000000,0.000000,-0.337408,-0.456598,0.000000,0.000000,-0.173105,-0.905976,0.000000,africa
6,11,-0.622096,-0.014819,0.003327,0.000000,-0.012810,0.000000,0.000000,-0.355721,-0.059153,0.000000,0.000000,0.109078,-0.687620,0.000000,africa
7,11,1.480551,-0.034336,-0.022114,0.000000,0.000145,0.000000,0.000000,-0.614339,0.382324,0.000000,0.000000,-0.255817,0.114280,0.000000,africa
8,11,0.761304,-0.008503,0.004630,0.000000,0.000639,0.000000,0.000000,-0.728152,-0.434534,0.000000,0.000000,0.191768,-0.320866,0.000000,africa
9,11,1.848299,-0.008166,-0.006989,0.000000,-0.003210,0.000000,0.000000,-0.774764,0.138173,0.000000,0.000000,0.476280,-0.772758,0.000000,africa
10,11,1.669794,0.030662,0.003855,0.000000,-0.018230,0.000000,0.000000,-0.856482,0.346312,0.000000,0.000000,0.266654,-0.655474,0.000000,africa
1,12,2.996194,0.024137,-0.017926,0.000000,-0.002606,0.000000,0.000000,-0.059873,0.597859,0.000000,0.000000,0.588851,-1.244377,0.000000,africa
2,12,0.824639,-0.014268,-0.003404,0.000000,0.010734,0.000000,0.000000,0.041386,0.252514,0.000000,0.000000,0.208671,-1.319252,0.000000,africa
3,12,-1.054426,-0.010958,0.066365,0.000000,0.010603,0.000000,0.000000,-0.629057,-0.391606,0.000000,0.000000,0.893021,-1.068395,0.000000,africa
4,12,-1.711305,0.011270,0.071959,0.000000,0.000395,0.000000,0.000000,0.192007,-0.579710,0.000000,0.000000,0.422161,-1.287986,0.000000,africa
5,12,-3.085739,-0.019186,0.004442,0.000000,-0.003540,0.000000,0.000000,0.098808,0.173037,0.000000,0.000000,-0.179665,-1.311329,0.000000,africa
6,12,2.257889,-0.020261,-0.035347,0.000000,0.008115,0.000000,0.000000,0.505696,-0.228093,0.000000,0.000000,-0.008877,-1.344040,0.000000,africa
7,12,-3.023993,0.022342,0.042320,0.000000,-0.007042,0.000000,0.000000,0.248129,0.013762,0.000000,0.000000,-0.057429,-1.312409,0.000000,africa
8,12,-3.033658,0.015558,0.014381,0.000000,-0.014741,0.000000,0.000000,0.215543,0.293401,0.000000,0.000000,-0.236390,-1.412893,0.000000,africa
9,12,-1.999702,-0.002909,-0.010005,0.000000,-0.013308,0.000000,0.000000,0.625720,-0.236066,0.000000,0.000000,-0.240753,-1.403798,0.000000,africa
10,12,0.967853,0.024420,-0.014992,0.000000,0.015181,0.000000,0.000000,-0.223456,0.292570,0.000000,0.000000,-0.114742,-1.064468,0.000000,africa
1,13,1.435473,0.002600,-0.011458,0.000000,0.001967,0.000000,0.000000,0.740923,0.322191,0.000000,0.000000,0.866586,1.199829,0.000000,africa
2,13,0.475250,-0.013840,0.036207,0.000000,-0.014688,0.000000,0.000000,0.438410,0.221370,0.000000,0.000000,0.532840,-1.064041,0.000000,africa
3,13,2.906411,-0.033869,-0.013775,0.000000,-0.003924,0.000000,0.000000,0.155750,0.104613,0.000000,0.000000,0.599179,-1.122066,0.000000,africa
4,13,1.154933,0.004909,0.019380,0.000000,-0.002708,0.000000,0.000000,1.047876,0.050849,0.000000,0.000000,0.655378,0.773201,0.000000,africa
5,13,-0.848525,-0.011415,0.017145,0.000000,-0.005936,0.000000,0.000000,-0.194696,0.538795,0.000000,0.000000,1.936636,0.584769,0.000000,africa
6,13,-0.243920,-0.036029,0.020269,0.000000,-0.011110,0.000000,0.000000,0.171560,0.291113,0.000000,0.000000,1.264371,1.784800,0.000000,africa
7,13,0.100571,-0.013727,0.020796,0.000000,0.007338,0.000000,0.000000,0.004509,-0.185211,0.000000,0.000000,1.739492,1.139303,0.000000,africa
8,13,2.153170,-0.000986,-0.038587,0.000000,0.007621,0.000000,0.000000,0.450888,0.152073,0.000000,0.000000,1.216936,0.589886,0.000000,africa
9,13,-0.390585,-0.002333,0.017403,0.000000,-0.009708,0.000000,0.000000,0.657574,0.325295,0.000000,0.000000,0.964682,0.166597,0.000000,africa
10,13,1.155454,0.027197,0.056895,0.000000,-0.009318,0.000000,0.000000,-0.102864,-0.063169,0.000000,0.000000,1.501576,1.063705,0.000000,africa
1,14,2.728477,-0.014651,-0.015337,0.000000,0.002009,0.000000,0.000000,0.050144,0.187933,0.000000,0.000000,0.871023,-0.947573,0.000000,africa
2,14,3.926820,0.014572,0.026305,0.000000,0.018708,0.000000,0.000000,-0.327793,0.004624,0.000000,0.000000,1.309175,-0.659645,0.000000,africa
3,14,1.778714,-0.048443,0.007198,0.000000,0.006242,0.000000,0.000000,0.712290,0.021113,0.000000,0.000000,0.595714,-1.078597,0.000000,africa
4,14,3.683871,0.020381,0.021236,0.000000,-0.002391,0.000000,0.000000,0.617011,-0.435171,0.000000,0.000000,0.256728,-0.612524,0.000000,africa
5,14,2.972935,-0.016700,0.032840,0.000000,0.008903,0.000000,0.000000,0.228262,0.196757,0.000000,0.000000,1.197788,-0.290739,0.000000,africa
6,14,4.864782,0.013208,0.001329,0.000000,0.005182,0.000000,0.000000,0.012310,-0.042397,0.000000,0.000000,1.099805,-0.746337,0.000000,africa
7,14,1.419501,-0.003502,0.039376,0.000000,-0.005292,0.000000,0.000000,0.226891,-0.122255,0.000000,0.000000,0.940547,-0.517469,0.000000,africa
8,14,3.801730,0.011012,0.018083,0.000000,0.021595,0.000000,0.000000,0.491103,-0.177709,0.000000,0.000000,0.712976,-0.600482,0.000000,africa
9,14,2.903014,0.024164,0.029530,0.000000,-0.007434,0.000000,0.000000,0.407478,0.169035,0.000000,0.000000,1.142970,-0.651881,0.000000,africa
10,14,1.723723,-0.020253,0.020822,0.000000,-0.000590,0.000000,0.000000,0.465335,0.112751,0.000000,0.000000,0.547332,-1.124990,0.000000,africa
1,15,-2.632081,-0.001037,0.011794,0.000000,-0.004224,0.000000,0.000000,0.567295,-0.018792,0.000000,0.000000,-1.647818,1.028888,0.000000,africa
2,15,-2.378497,-0.011765,0.002788,0.000000,0.001978,0.000000,0.000000,-0.908193,-0.305472,0.000000,0.000000,0.477669,0.497483,0.000000,africa
3,15,0.843989,0.012410,0.047174,0.000000,0.013743,0.000000,0.000000,-0.899761,-0.230442,0.000000,0.000000,0.351841,-0.201111,0.000000,africa
4,15,1.356867,0.006832,-0.041675,0.000000,-0.003682,0.000000,0.000000,0.054446,-0.502458,0.000000,0.000000,-0.641527,0.463063,0.000000,africa
5,15,0.309508,0.025387,0.020669,0.000000,0.003594,0.000000,0.000000,-0.668199,-0.057050,0.000000,0.000000,0.278334,0.016993,0.000000,africa
6,15,0.744673,0.013006,0.038853,0.000000,0.013262,0.000000,0.000000,-0.276866,0.302675,0.000000,0.000000,-0.483057,0.303310,0.000000,africa
7,15,0.459168,0.015846,-0.002448,0.000000,0.007371,0.000000,0.000000,-0.750196,-0.097233,0.000000,0.000000,0.214283,0.448956,0.000000,africa
8,15,1.171250,0.007860,0.024276,0.000000,0.005039,0.000000,0.000000,-0.660864,0.297258,0.000000,0.000000,0.280139,-0.219132,0.000000,africa
9,15,-0.429570,0.024228,0.042267,0.000000,0.010333,0.000000,0.000000,-0.350658,-0.420176,0.000000,0.000000,-0.451438,1.613125,0.000000,africa
10,15,0.519929,-0.000617,-0.008564,0.000000,-0.002296,0.000000,0.000000,-0.442831,0.497739,0.000000,0.000000,0.088068,0.478040,0.000000,africa
1,16,-0.052664,0.000826,0.044247,0.000000,-0.001321,0.000000,0.000000,0.068322,0.307077,0.000000,0.000000,-1.201649,3.210771,0.000000,africa
2,16,-1.460740,-0.007016,0.063226,0.000000,0.003871,0.000000,0.000000,-0.078694,0.245158,0.000000,0.000000,-0.775826,0.355638,0.000000,africa
3,16,2.675714,0.043638,0.039599,0.000000,0.009806,0.000000,0.000000,-0.139520,-0.377494,0.000000,0.000000,-0.253126,0.043850,0.000000,africa
4,16,-0.626987,0.001248,0.048204,0.000000,-0.001234,0.000000,0.000000,-0.305852,0.028210,0.000000,0.000000,-0.326496,0.579289,0.000000,africa
5,16,-1.466283,-0.039292,0.042201,0.000000,0.013870,0.000000,0.000000,0.165256,-0.147723,0.000000,0.000000,-1.293398,0.738087,0.000000,africa
6,16,-0.007341,-0.029031,0.007506,0.000000,-0.012529,0.000000,0.000000,0.066151,-0.263173,0.000000,0.000000,-0.820536,-0.141875,0.000000,africa
7,16,0.136523,-0.028322,0.015946,0.000000,0.000447,0.000000,0.000000,-0.680343,0.429751,0.000000,0.000000,-0.024952,0.085154,0.000000,africa
8,16,3.370679,0.012622,0.001637,0.000000,-0.000561,0.000000,0.000000,-0.385087,-0.035471,0.000000,0.000000,-0.293037,0.289634,0.000000,africa
9,16,3.723047,0.018203,-0.021891,0.000000,0.011091,0.000000,0.000000,-1.042719,0.023645,0.000000,0.000000,0.451512,-0.132799,0.000000,africa
10,16,0.545580,0.001079,0.027608,0.000000,-0.005291,0.000000,0.000000,0.159047,-0.371530,0.000000,0.000000,-1.005877,-0.335485,0.000000,africa
1,17,0.073503,0.018654,0.031862,0.000000,0.001056,0.000000,0.000000,1.094482,-0.019382,0.000000,0.000000,-2.688934,-1.863349,0.000000,africa
2,17,1.245733,0.009363,-0.024142,0.000000,-0.010570,0.000000,0.000000,0.497289,-0.375140,0.000000,0.000000,0.049410,1.348216,0.000000,africa
3,17,-1.738393,0.002937,0.049442,0.000000,0.003571,0.000000,0.000000,0.021427,-0.004262,0.000000,0.000000,-0.339456,1.070004,0.000000,africa
4,17,-1.276300,0.010503,-0.004257,0.000000,0.004930,0.000000,0.000000,-0.233922,0.146367,0.000000,0.000000,-1.816719,-0.066306,0.000000,africa
5,17,-4.216764,-0.009258,-0.018163,0.000000,-0.009883,0.000000,0.000000,-0.205646,-0.126475,0.000000,0.000000,0.310776,2.067133,0.000000,africa
6,17,-0.995111,-0.002349,0.020237,0.000000,-0.002098,0.000000,0.000000,0.197678,0.246976,0.000000,0.000000,-0.915789,-1.233983,0.000000,africa
7,17,-2.187118,-0.023975,0.004095,0.000000,0.007703,0.000000,0.000000,-1.057927,0.483081,0.000000,0.000000,-0.252178,-0.681378,0.000000,africa
8,17,2.519320,0.015630,-0.003522,0.000000,0.004909,0.000000,0.000000,-0.545197,0.341319,0.000000,0.000000,-0.526325,0.307188,0.000000,africa
9,17,0.405940,0.010226,-0.006854,0.000000,-0.002148,0.000000,0.000000,-0.163389,0.287312,0.000000,0.000000,-0.304843,0.572806,0.000000,africa
10,17,1.174071,-0.001526,-0.036805,0.000000,0.004072,0.000000,0.000000,0.245574,-0.117702,0.000000,0.000000,-0.575190,0.085531,0.000000,africa
1,18,9.959648,-0.004368,-0.092882,0.000000,-0.014235,0.000000,0.000000,0.574977,0.260565,0.000000,0.000000,-0.014963,-1.578044,0.000000,africa
2,18,9.160955,-0.003530,-0.005284,0.000000,-0.003165,0.000000,0.000000,-0.316902,-0.126482,0.000000,0.000000,1.138845,-1.285195,0.000000,africa
