rep,id,eta_initT,eta_aS,eta_dS,eta_tau,eta_lBt0,eta_lp,eta_dI,eta_lk,eta_f,eta_dp,eta_lw,eta_dE,eta_lI50,data
6,2,2.514245,0.000000,0.036119,0.000000,0.019593,0.000000,0.000000,0.000000,0.000000,0.000000,-0.754142,0.000000,0.955161,africa
7,2,2.187478,0.000000,-0.091457,0.000000,-0.018577,0.000000,0.000000,0.000000,0.000000,0.000000,-0.624689,0.000000,0.777680,africa
8,2,0.812555,0.000000,-0.022032,0.000000,-0.035713,0.000000,0.000000,0.000000,0.000000,0.000000,-0.491770,0.000000,0.628631,africa
9,2,0.709939,0.000000,0.025530,0.000000,-0.003691,0.000000,0.000000,0.000000,0.000000,0.000000,-0.366085,0.000000,0.509857,africa
10,2,0.844834,0.000000,0.049457,0.000000,0.022120,0.000000,0.000000,0.000000,0.000000,0.000000,-0.757703,0.000000,0.896717,africa
1,3,0.780469,0.000000,-0.002215,0.000000,0.023398,0.000000,0.000000,0.000000,0.000000,0.000000,-0.581839,0.000000,0.404933,africa
2,3,1.143296,0.000000,0.017143,0.000000,0.014121,0.000000,0.000000,0.000000,0.000000,0.000000,-0.575379,0.000000,0.424188,africa
3,3,0.864412,0.000000,0.012384,0.000000,0.029427,0.000000,0.000000,0.000000,0.000000,0.000000,-0.496120,0.000000,0.501230,africa
4,3,-0.112948,0.000000,-0.040204,0.000000,-0.009687,0.000000,0.000000,0.000000,0.000000,0.000000,-0.103266,0.000000,-0.154731,africa
5,3,2.235416,0.000000,-0.080619,0.000000,0.024765,0.000000,0.000000,0.000000,0.000000,0.000000,-0.015523,0.000000,-0.229665,africa
6,3,0.705900,0.000000,0.023160,0.000000,0.037163,0.000000,0.000000,0.000000,0.000000,0.000000,0.042207,0.000000,-0.245059,africa
7,3,-2.275401,0.000000,0.063784,0.000000,0.003295,0.000000,0.000000,0.000000,0.000000,0.000000,-0.344956,0.000000,0.029000,africa
8,3,-0.826637,0.000000,0.013892,0.000000,-0.011035,0.000000,0.000000,0.000000,0.000000,0.000000,-0.456577,0.000000,0.315730,africa
9,3,-1.167481,0.000000,0.029220,0.000000,-0.006210,0.000000,0.000000,0.000000,0.000000,0.000000,-1.032665,0.000000,1.214499,africa
10,3,-3.936354,0.000000,0.050643,0.000000,-0.033867,0.000000,0.000000,0.000000,0.000000,0.000000,-0.748866,0.000000,0.571321,africa
1,4,-0.122283,0.000000,-0.020146,0.000000,-0.010399,0.000000,0.000000,0.000000,0.000000,0.000000,0.323686,0.000000,-0.197004,africa
2,4,2.282462,0.000000,0.013714,0.000000,0.010791,0.000000,0.000000,0.000000,0.000000,0.000000,0.100021,0.000000,0.142792,africa
3,4,-0.851877,0.000000,-0.049951,0.000000,-0.022427,0.000000,0.000000,0.000000,0.000000,0.000000,0.203426,0.000000,0.034685,africa
4,4,1.767835,0.000000,0.027392,0.000000,0.018163,0.000000,0.000000,0.000000,0.000000,0.000000,0.138788,0.000000,0.172630,africa
5,4,0.630850,0.000000,-0.030287,0.000000,0.010226,0.000000,0.000000,0.000000,0.000000,0.000000,0.142918,0.000000,0.039707,africa
6,4,0.636487,0.000000,0.025795,0.000000,0.012238,0.000000,0.000000,0.000000,0.000000,0.000000,-0.132938,0.000000,0.299735,africa
7,4,-0.225278,0.000000,-0.043178,0.000000,-0.011626,0.000000,0.000000,0.000000,0.000000,0.000000,0.162347,0.000000,0.018652,africa
8,4,-0.630572,0.000000,-0.068304,0.000000,-0.032197,0.000000,0.000000,0.000000,0.000000,0.000000,0.221672,0.000000,-0.049138,africa
9,4,-0.436819,0.000000,-0.106771,0.000000,-0.070704,0.000000,0.000000,0.000000,0.000000,0.000000,0.217953,0.000000,0.012731,africa
10,4,1.342519,0.000000,0.037301,0.000000,0.027037,0.000000,0.000000,0.000000,0.000000,0.000000,0.428769,0.000000,-0.231126,africa
1,5,-0.409494,0.000000,-0.022777,0.000000,0.022187,0.000000,0.000000,0.000000,0.000000,0.000000,-0.501955,0.000000,0.556657,africa
2,5,0.379828,0.000000,-0.011652,0.000000,0.011938,0.000000,0.000000,0.000000,0.000000,0.000000,-0.633438,0.000000,0.692057,africa
3,5,-0.922242,0.000000,0.000900,0.000000,0.027615,0.000000,0.000000,0.000000,0.000000,0.000000,-0.236867,0.000000,0.095767,africa
4,5,-1.108949,0.000000,-0.059082,0.000000,-0.013034,0.000000,0.000000,0.000000,0.000000,0.000000,-0.513384,0.000000,0.611620,africa
5,5,-0.538107,0.000000,0.022206,0.000000,0.037890,0.000000,0.000000,0.000000,0.000000,0.000000,-0.343979,0.000000,0.335101,africa
6,5,1.302013,0.000000,-0.019893,0.000000,0.055622,0.000000,0.000000,0.000000,0.000000,0.000000,-0.428886,0.000000,0.458213,africa
7,5,-2.740690,0.000000,-0.000264,0.000000,-0.002756,0.000000,0.000000,0.000000,0.000000,0.000000,-0.496175,0.000000,0.384328,africa
8,5,-1.512721,0.000000,0.056566,0.000000,0.037905,0.000000,0.000000,0.000000,0.000000,0.000000,-0.463620,0.000000,0.474854,africa
9,5,-0.612559,0.000000,-0.043230,0.000000,0.008904,0.000000,0.000000,0.000000,0.000000,0.000000,-0.476656,0.000000,0.508443,africa
10,5,-0.466409,0.000000,-0.047960,0.000000,0.006615,0.000000,0.000000,0.000000,0.000000,0.000000,-0.258776,0.000000,0.212001,africa
1,6,-1.452200,0.000000,0.028485,0.000000,-0.000285,0.000000,0.000000,0.000000,0.000000,0.000000,-0.531874,0.000000,1.477678,africa
2,6,-1.181627,0.000000,-0.124213,0.000000,0.018975,0.000000,0.000000,0.000000,0.000000,0.000000,-0.771780,0.000000,1.460712,africa
3,6,-1.572520,0.000000,0.021399,0.000000,0.026725,0.000000,0.000000,0.000000,0.000000,0.000000,-0.455038,0.000000,1.054800,africa
4,6,-1.222784,0.000000,-0.046001,0.000000,-0.023449,0.000000,0.000000,0.000000,0.000000,0.000000,-0.327896,0.000000,0.812258,africa
5,6,-2.095528,0.000000,-0.013567,0.000000,-0.008629,0.000000,0.000000,0.000000,0.000000,0.000000,-0.451512,0.000000,0.871138,africa
6,6,-2.305842,0.000000,0.033669,0.000000,0.025030,0.000000,0.000000,0.000000,0.000000,0.000000,-0.389090,0.000000,0.847721,africa
7,6,-2.466200,0.000000,-0.017488,0.000000,0.015136,0.000000,0.000000,0.000000,0.000000,0.000000,-0.617305,0.000000,1.121710,africa
8,6,-1.597097,0.000000,-0.147983,0.000000,-0.033741,0.000000,0.000000,0.000000,0.000000,0.000000,-0.346687,0.000000,0.919796,africa
9,6,-1.032487,0.000000,-0.068371,0.000000,-0.022601,0.000000,0.000000,0.000000,0.000000,0.000000,-0.311357,0.000000,0.797989,africa
10,6,-0.484046,0.000000,0.040087,0.000000,0.042743,0.000000,0.000000,0.000000,0.000000,0.000000,-0.396209,0.000000,1.205232,africa
1,7,3.077439,0.000000,-0.048601,0.000000,-0.004889,0.000000,0.000000,0.000000,0.000000,0.000000,1.069488,0.000000,-0.001436,africa
2,7,3.056069,0.000000,-0.040671,0.000000,-0.040477,0.000000,0.000000,0.000000,0.000000,0.000000,1.014874,0.000000,0.332954,africa
3,7,0.126655,0.000000,0.074018,0.000000,-0.043158,0.000000,0.000000,0.000000,0.000000,0.000000,0.978973,0.000000,-0.151587,africa
4,7,1.624157,0.000000,-0.023762,0.000000,-0.039737,0.000000,0.000000,0.000000,0.000000,0.000000,1.102623,0.000000,-0.400998,africa
5,7,2.364104,0.000000,0.000532,0.000000,-0.022198,0.000000,0.000000,0.000000,0.000000,0.000000,1.206761,0.000000,-0.980309,africa
6,7,3.417200,0.000000,0.033669,0.000000,0.025212,0.000000,0.000000,0.000000,0.000000,0.000000,1.342202,0.000000,-1.097846,africa
7,7,2.730787,0.000000,0.012951,0.000000,-0.015866,0.000000,0.000000,0.000000,0.000000,0.000000,1.221739,0.000000,-0.763034,africa
8,7,1.452964,0.000000,0.001420,0.000000,-0.031504,0.000000,0.000000,0.000000,0.000000,0.000000,1.140172,0.000000,0.124949,africa
9,7,2.176838,0.000000,0.079104,0.000000,0.012131,0.000000,0.000000,0.000000,0.000000,0.000000,0.793643,0.000000,0.810226,africa
10,7,1.889563,0.000000,0.042955,0.000000,-0.014346,0.000000,0.000000,0.000000,0.000000,0.000000,1.011347,0.000000,0.125463,africa
1,8,1.392547,0.000000,-0.081789,0.000000,-0.020924,0.000000,0.000000,0.000000,0.000000,0.000000,-0.256268,0.000000,0.235092,africa
2,8,0.824586,0.000000,-0.028409,0.000000,0.030147,0.000000,0.000000,0.000000,0.000000,0.000000,-0.261045,0.000000,0.254003,africa
3,8,1.917350,0.000000,-0.023734,0.000000,0.050800,0.000000,0.000000,0.000000,0.000000,0.000000,-0.216870,0.000000,0.114381,africa
4,8,-0.545688,0.000000,0.030993,0.000000,0.032888,0.000000,0.000000,0.000000,0.000000,0.000000,0.208816,0.000000,-0.396215,africa
5,8,-0.736858,0.000000,-0.018262,0.000000,0.006315,0.000000,0.000000,0.000000,0.000000,0.000000,0.536232,0.000000,-0.801787,africa
6,8,-0.445480,0.000000,-0.024510,0.000000,0.004456,0.000000,0.000000,0.000000,0.000000,0.000000,0.341540,0.000000,-0.538896,africa
7,8,-0.729098,0.000000,-0.070619,0.000000,-0.012213,0.000000,0.000000,0.000000,0.000000,0.000000,0.057666,0.000000,-0.155861,africa
8,8,-3.339857,0.000000,0.099508,0.000000,0.025735,0.000000,0.000000,0.000000,0.000000,0.000000,0.129774,0.000000,-0.265498,africa
9,8,0.386157,0.000000,0.014365,0.000000,0.032050,0.000000,0.000000,0.000000,0.000000,0.000000,0.147086,0.000000,-0.239229,africa
10,8,-0.383682,0.000000,-0.025002,0.000000,0.010346,0.000000,0.000000,0.000000,0.000000,0.000000,0.183060,0.000000,-0.266651,africa
1,9,-1.479664,0.000000,0.035719,0.000000,-0.033015,0.000000,0.000000,0.000000,0.000000,0.000000,1.049849,0.000000,-0.943526,africa
2,9,0.975005,0.000000,-0.064037,0.000000,0.040462,0.000000,0.000000,0.000000,0.000000,0.000000,0.921433,0.000000,-0.735516,africa
3,9,-0.789508,0.000000,-0.095569,0.000000,-0.036177,0.000000,0.000000,0.000000,0.000000,0.000000,0.679583,0.000000,-0.523560,africa
4,9,0.653791,0.000000,-0.085405,0.000000,-0.029895,0.000000,0.000000,0.000000,0.000000,0.000000,0.696460,0.000000,-0.465695,africa
5,9,1.191071,0.000000,-0.017236,0.000000,-0.004342,0.000000,0.000000,0.000000,0.000000,0.000000,0.936119,0.000000,-0.721690,africa
6,9,0.831936,0.000000,-0.007737,0.000000,0.046543,0.000000,0.000000,0.000000,0.000000,0.000000,0.729178,0.000000,-0.479276,africa
7,9,1.740420,0.000000,-0.060803,0.000000,0.032561,0.000000,0.000000,0.000000,0.000000,0.000000,0.620608,0.000000,-0.375406,africa
8,9,-0.244621,0.000000,-0.059782,0.000000,-0.008934,0.000000,0.000000,0.000000,0.000000,0.000000,0.491943,0.000000,-0.262862,africa
9,9,-0.903451,0.000000,0.009480,0.000000,-0.004887,0.000000,0.000000,0.000000,0.000000,0.000000,0.559501,0.000000,-0.411841,africa
10,9,-0.827161,0.000000,-0.064749,0.000000,-0.025692,0.000000,0.000000,0.000000,0.000000,0.000000,0.564698,0.000000,-0.435711,africa
1,10,-1.200348,0.000000,-0.053970,0.000000,-0.006456,0.000000,0.000000,0.000000,0.000000,0.000000,0.045362,0.000000,-0.010979,africa
2,10,-2.980619,0.000000,-0.026664,0.000000,-0.008675,0.000000,0.000000,0.000000,0.000000,0.000000,0.376785,0.000000,-0.371212,africa
3,10,-2.438371,0.000000,0.039243,0.000000,0.004807,0.000000,0.000000,0.000000,0.000000,0.000000,0.292263,0.000000,-0.312007,africa
4,10,-4.713524,0.000000,0.067145,0.000000,0.002449,0.000000,0.000000,0.000000,0.000000,0.000000,0.105508,0.000000,-0.112705,africa
5,10,0.708351,0.000000,-0.037994,0.000000,0.029526,0.000000,0.000000,0.000000,0.000000,0.000000,0.292681,0.000000,-0.166966,africa
6,10,-1.354154,0.000000,-0.019602,0.000000,0.004246,0.000000,0.000000,0.000000,0.000000,0.000000,0.052791,0.000000,-0.089787,africa
7,10,-3.917454,0.000000,0.065313,0.000000,0.006791,0.000000,0.000000,0.000000,0.000000,0.000000,-0.003828,0.000000,-0.078699,africa
8,10,-2.009298,0.000000,-0.039600,0.000000,-0.001540,0.000000,0.000000,0.000000,0.000000,0.000000,0.008502,0.000000,-0.111579,africa
9,10,-0.456612,0.000000,-0.046037,0.000000,0.010845,0.000000,0.000000,0.000000,0.000000,0.000000,0.308798,0.000000,-0.321331,africa
10,10,-2.381309,0.000000,0.023559,0.000000,0.022386,0.000000,0.000000,0.000000,0.000000,0.000000,0.546894,0.000000,-0.681628,africa
1,11,2.011834,0.000000,0.038666,0.000000,0.014036,0.000000,0.000000,0.000000,0.000000,0.000000,-0.342946,0.000000,0.295118,africa
2,11,2.558611,0.000000,0.025995,0.000000,0.020072,0.000000,0.000000,0.000000,0.000000,0.000000,-0.209556,0.000000,0.229723,africa
3,11,3.035972,0.000000,0.006519,0.000000,0.020532,0.000000,0.000000,0.000000,0.000000,0.000000,-0.458355,0.000000,0.456061,africa
4,11,4.130800,0.000000,-0.036800,0.000000,0.021811,0.000000,0.000000,0.000000,0.000000,0.000000,-0.275859,0.000000,0.311882,africa
5,11,2.284048,0.000000,-0.023428,0.000000,0.000884,0.000000,0.000000,0.000000,0.000000,0.000000,-0.214666,0.000000,0.206878,africa
6,11,2.250118,0.000000,-0.057539,0.000000,-0.003358,0.000000,0.000000,0.000000,0.000000,0.000000,0.055291,0.000000,-0.098923,africa
7,11,3.291739,0.000000,-0.049969,0.000000,0.003395,0.000000,0.000000,0.000000,0.000000,0.000000,0.060863,0.000000,-0.079310,africa
8,11,1.889728,0.000000,-0.018527,0.000000,0.014637,0.000000,0.000000,0.000000,0.000000,0.000000,-0.084339,0.000000,-0.020699,africa
9,11,3.113238,0.000000,-0.013577,0.000000,0.018159,0.000000,0.000000,0.000000,0.000000,0.000000,0.094551,0.000000,-0.140156,africa
10,11,2.441708,0.000000,-0.000929,0.000000,-0.000116,0.000000,0.000000,0.000000,0.000000,0.000000,-0.135176,0.000000,0.152343,africa
1,12,0.075893,0.000000,0.008821,0.000000,-0.011548,0.000000,0.000000,0.000000,0.000000,0.000000,0.296900,0.000000,-0.054093,africa
2,12,3.792084,0.000000,-0.042054,0.000000,0.038045,0.000000,0.000000,0.000000,0.000000,0.000000,0.319174,0.000000,-0.100110,africa
3,12,2.018142,0.000000,0.007599,0.000000,0.016340,0.000000,0.000000,0.000000,0.000000,0.000000,0.337496,0.000000,-0.130193,africa
4,12,-1.065953,0.000000,-0.024940,0.000000,-0.030674,0.000000,0.000000,0.000000,0.000000,0.000000,0.429341,0.000000,-0.250153,africa
5,12,-0.460999,0.000000,-0.019489,0.000000,-0.008080,0.000000,0.000000,0.000000,0.000000,0.000000,0.417177,0.000000,-0.278948,africa
6,12,-1.431238,0.000000,-0.036256,0.000000,-0.014225,0.000000,0.000000,0.000000,0.000000,0.000000,0.335794,0.000000,-0.161413,africa
7,12,-0.094648,0.000000,0.016362,0.000000,0.008902,0.000000,0.000000,0.000000,0.000000,0.000000,0.312554,0.000000,-0.099525,africa
8,12,2.678657,0.000000,0.025262,0.000000,0.011367,0.000000,0.000000,0.000000,0.000000,0.000000,0.233313,0.000000,0.022629,africa
9,12,-0.817311,0.000000,-0.012384,0.000000,-0.000940,0.000000,0.000000,0.000000,0.000000,0.000000,0.377819,0.000000,-0.252979,africa
10,12,0.930840,0.000000,0.038708,0.000000,0.029490,0.000000,0.000000,0.000000,0.000000,0.000000,0.592199,0.000000,-0.375324,africa
1,13,0.939044,0.000000,0.004906,0.000000,-0.026576,0.000000,0.000000,0.000000,0.000000,0.000000,0.336820,0.000000,-0.167632,africa
2,13,-1.945232,0.000000,0.114332,0.000000,-0.013630,0.000000,0.000000,0.000000,0.000000,0.000000,-0.068932,0.000000,1.003114,africa
3,13,0.025567,0.000000,0.090115,0.000000,-0.013552,0.000000,0.000000,0.000000,0.000000,0.000000,0.043317,0.000000,1.296692,africa
4,13,-0.980176,0.000000,-0.006468,0.000000,-0.018670,0.000000,0.000000,0.000000,0.000000,0.000000,-0.044172,0.000000,1.027038,africa
5,13,1.026785,0.000000,0.049580,0.000000,0.020687,0.000000,0.000000,0.000000,0.000000,0.000000,0.176945,0.000000,0.773322,africa
6,13,0.223122,0.000000,0.054918,0.000000,-0.023235,0.000000,0.000000,0.000000,0.000000,0.000000,0.068110,0.000000,0.661522,africa
7,13,-1.245072,0.000000,0.104390,0.000000,-0.017168,0.000000,0.000000,0.000000,0.000000,0.000000,0.167173,0.000000,0.494999,africa
8,13,-0.704155,0.000000,0.073395,0.000000,-0.045104,0.000000,0.000000,0.000000,0.000000,0.000000,0.283811,0.000000,-0.075943,africa
9,13,1.336783,0.000000,0.044347,0.000000,-0.012637,0.000000,0.000000,0.000000,0.000000,0.000000,0.299683,0.000000,0.245376,africa
10,13,1.369333,0.000000,0.098247,0.000000,-0.023151,0.000000,0.000000,0.000000,0.000000,0.000000,0.078044,0.000000,0.768514,africa
1,14,1.780831,0.000000,0.092326,0.000000,-0.008075,0.000000,0.000000,0.000000,0.000000,0.000000,0.485560,0.000000,-0.207763,africa
2,14,2.569119,0.000000,0.062484,0.000000,0.008364,0.000000,0.000000,0.000000,0.000000,0.000000,0.365108,0.000000,-0.051700,africa
3,14,1.697482,0.000000,0.041999,0.000000,-0.007369,0.000000,0.000000,0.000000,0.000000,0.000000,0.382816,0.000000,-0.149768,africa
4,14,3.676345,0.000000,-0.007210,0.000000,-0.007592,0.000000,0.000000,0.000000,0.000000,0.000000,0.537008,0.000000,-0.276459,africa
5,14,2.856107,0.000000,-0.022922,0.000000,-0.028647,0.000000,0.000000,0.000000,0.000000,0.000000,0.269394,0.000000,0.102057,africa
6,14,2.890307,0.000000,0.035739,0.000000,-0.008127,0.000000,0.000000,0.000000,0.000000,0.000000,0.503731,0.000000,-0.153732,africa
7,14,1.736531,0.000000,0.025359,0.000000,-0.008337,0.000000,0.000000,0.000000,0.000000,0.000000,0.281154,0.000000,-0.068793,africa
8,14,3.873729,0.000000,0.041337,0.000000,0.036067,0.000000,0.000000,0.000000,0.000000,0.000000,0.398615,0.000000,-0.096816,africa
9,14,4.662506,0.000000,-0.109947,0.000000,-0.026946,0.000000,0.000000,0.000000,0.000000,0.000000,0.675769,0.000000,-0.395639,africa
10,14,2.883693,0.000000,-0.021135,0.000000,0.008581,0.000000,0.000000,0.000000,0.000000,0.000000,0.353397,0.000000,-0.052782,africa
1,15,0.906861,0.000000,-0.022091,0.000000,0.018210,0.000000,0.000000,0.000000,0.000000,0.000000,-0.022930,0.000000,-0.368662,africa
2,15,-0.376504,0.000000,0.038254,0.000000,0.019374,0.000000,0.000000,0.000000,0.000000,0.000000,0.102342,0.000000,-0.483033,africa
3,15,0.092710,0.000000,-0.070425,0.000000,-0.021549,0.000000,0.000000,0.000000,0.000000,0.000000,0.043154,0.000000,-0.415142,africa
4,15,0.735934,0.000000,-0.008817,0.000000,0.004377,0.000000,0.000000,0.000000,0.000000,0.000000,-0.034429,0.000000,-0.368185,africa
5,15,-1.353510,0.000000,0.002630,0.000000,-0.005707,0.000000,0.000000,0.000000,0.000000,0.000000,0.125029,0.000000,-0.465231,africa
6,15,-2.769850,0.000000,0.032467,0.000000,-0.019954,0.000000,0.000000,0.000000,0.000000,0.000000,-0.361513,0.000000,0.059188,africa
7,15,-1.484630,0.000000,0.047231,0.000000,0.005875,0.000000,0.000000,0.000000,0.000000,0.000000,-0.202365,0.000000,-0.092117,africa
8,15,0.547954,0.000000,0.030899,0.000000,0.007412,0.000000,0.000000,0.000000,0.000000,0.000000,-0.389647,0.000000,0.207717,africa
9,15,-1.264203,0.000000,0.007299,0.000000,0.002465,0.000000,0.000000,0.000000,0.000000,0.000000,-0.843465,0.000000,0.753206,africa
10,15,-2.013426,0.000000,0.000041,0.000000,-0.016518,0.000000,0.000000,0.000000,0.000000,0.000000,-0.588537,0.000000,0.364510,africa
1,16,1.518486,0.000000,-0.036811,0.000000,0.004835,0.000000,0.000000,0.000000,0.000000,0.000000,-0.217303,0.000000,-0.071797,africa
2,16,0.490659,0.000000,0.035808,0.000000,0.013642,0.000000,0.000000,0.000000,0.000000,0.000000,-0.019392,0.000000,-0.202289,africa
3,16,2.477807,0.000000,0.008783,0.000000,0.021047,0.000000,0.000000,0.000000,0.000000,0.000000,-0.245349,0.000000,-0.032087,africa
4,16,0.516537,0.000000,0.022973,0.000000,0.014025,0.000000,0.000000,0.000000,0.000000,0.000000,-0.192401,0.000000,-0.061907,africa
5,16,3.549679,0.000000,-0.098917,0.000000,-0.000637,0.000000,0.000000,0.000000,0.000000,0.000000,0.450991,0.000000,-0.786316,africa
6,16,-0.935641,0.000000,-0.024798,0.000000,-0.032211,0.000000,0.000000,0.000000,0.000000,0.000000,0.522934,0.000000,-0.925988,africa
7,16,3.870524,0.000000,-0.030650,0.000000,0.016222,0.000000,0.000000,0.000000,0.000000,0.000000,-0.123518,0.000000,-0.160081,africa
8,16,2.978764,0.000000,-0.031004,0.000000,0.000616,0.000000,0.000000,0.000000,0.000000,0.000000,-0.166674,0.000000,-0.170973,africa
9,16,1.310065,0.000000,0.009061,0.000000,-0.003561,0.000000,0.000000,0.000000,0.000000,0.000000,-0.228644,0.000000,-0.086604,africa
10,16,3.627858,0.000000,-0.040970,0.000000,0.005441,0.000000,0.000000,0.000000,0.000000,0.000000,-0.621397,0.000000,0.638375,africa
1,17,-2.225627,0.000000,-0.016468,0.000000,-0.051815,0.000000,0.000000,0.000000,0.000000,0.000000,0.623859,0.000000,-0.837954,africa
2,17,-1.576854,0.000000,-0.012308,0.000000,-0.031208,0.000000,0.000000,0.000000,0.000000,0.000000,-0.116019,0.000000,-0.506719,africa
3,17,1.180834,0.000000,-0.033216,0.000000,-0.025176,0.000000,0.000000,0.000000,0.000000,0.000000,-0.183868,0.000000,0.363928,africa
4,17,0.108367,0.000000,-0.053191,0.000000,0.000343,0.000000,0.000000,0.000000,0.000000,0.000000,-1.082698,0.000000,-0.361308,africa
5,17,-0.578946,0.000000,0.048366,0.000000,0.012933,0.000000,0.000000,0.000000,0.000000,0.000000,-0.042052,0.000000,-0.099121,africa
6,17,-1.107678,0.000000,-0.006674,0.000000,-0.013330,0.000000,0.000000,0.000000,0.000000,0.000000,-0.134503,0.000000,0.082111,africa
7,17,-1.393960,0.000000,0.070602,0.000000,-0.024641,0.000000,0.000000,0.000000,0.000000,0.000000,-0.544832,0.000000,-0.124430,africa
8,17,0.828566,0.000000,-0.030746,0.000000,0.016935,0.000000,0.000000,0.000000,0.000000,0.000000,-0.504135,0.000000,-0.324128,africa
9,17,0.367960,0.000000,-0.001758,0.000000,0.002010,0.000000,0.000000,0.000000,0.000000,0.000000,-0.108610,0.000000,-0.209654,africa
10,17,-1.505041,0.000000,0.003656,0.000000,-0.010878,0.000000,0.000000,0.000000,0.000000,0.000000,0.130716,0.000000,-0.363752,africa
1,18,5.500959,0.000000,0.070175,0.000000,-0.024995,0.000000,0.000000,0.000000,0.000000,0.000000,0.364017,0.000000,-0.161823,africa
2,18,7.191258,0.000000,0.003892,0.000000,-0.019304,0.000000,0.000000,0.000000,0.000000,0.000000,0.474553,0.000000,-0.185743,africa
3,18,6.467697,0.000000,-0.021072,0.000000,-0.054632,0.000000,0.000000,0.000000,0.000000,0.000000,0.250902,0.000000,-0.034171,africa
4,18,7.749996,0.000000,0.012749,0.000000,-0.020822,0.000000,0.000000,0.000000,0.000000,0.000000,0.333559,0.000000,0.011757,africa
5,18,6.114437,0.000000,0.050643,0.000000,-0.039994,0.000000,0.000000,0.000000,0.000000,0.000000,0.318395,0.000000,0.103522,africa
6,18,5.383297,0.000000,0.065295,0.000000,-0.043334,0.000000,0.000000,0.000000,0.000000,0.000000,0.483612,0.000000,-0.268820,africa
7,18,6.801355,0.000000,-0.027348,0.000000,-0.044391,0.000000,0.000000,0.000000,0.000000,0.000000,0.703042,0.000000,-0.565691,africa
8,18,8.135744,0.000000,-0.016984,0.000000,-0.018159,0.000000,0.000000,0.000000,0.000000,0.000000,0.813711,0.000000,-0.629365,africa
9,18,8.351617,0.000000,0.033054,0.000000,-0.011453,0.000000,0.000000,0.000000,0.000000,0.000000,0.698805,0.000000,-0.465171,africa
10,18,6.710430,0.000000,0.001150,0.000000,-0.027934,0.000000,0.000000,0.000000,0.000000,0.000000,0.522733,0.000000,-0.232716,africa
1,19,-3.897119,0.000000,0.006946,0.000000,0.020191,0.000000,0.000000,0.000000,0.000000,0.000000,-0.907484,0.000000,0.772209,africa
2,19,-4.613026,0.000000,-0.021896,0.000000,0.001087,0.000000,0.000000,0.000000,0.000000,0.000000,-1.036832,0.000000,1.042404,africa
3,19,-2.111686,0.000000,-0.094485,0.000000,0.002282,0.000000,0.000000,0.000000,0.000000,0.000000,-0.746766,0.000000,0.688419,africa
4,19,-1.399797,0.000000,-0.088360,0.000000,0.014045,0.000000,0.000000,0.000000,0.000000,0.000000,-0.719264,0.000000,0.588721,africa
5,19,-1.372148,0.000000,-0.117425,0.000000,-0.003735,0.000000,0.000000,0.000000,0.000000,0.000000,-0.467774,0.000000,0.211677,africa
6,19,-3.359223,0.000000,-0.019467,0.000000,0.027107,0.000000,0.000000,0.000000,0.000000,0.000000,-0.292711,0.000000,0.098800,africa
7,19,-4.038996,0.000000,0.043057,0.000000,0.037013,0.000000,0.000000,0.000000,0.000000,0.000000,-0.432732,0.000000,0.127633,africa
8,19,-4.278694,0.000000,0.032249,0.000000,0.048892,0.000000,0.000000,0.000000,0.000000,0.000000,-0.330839,0.000000,0.043644,africa
9,19,-0.640401,0.000000,-0.029871,0.000000,0.042861,0.000000,0.000000,0.000000,0.000000,0.000000,-0.440185,0.000000,0.210401,africa
10,19,-2.465448,0.000000,0.044668,0.000000,0.041970,0.000000,0.000000,0.000000,0.000000,0.000000,-0.692675,0.000000,0.605154,africa
1,20,-0.416815,0.000000,0.009225,0.000000,-0.010602,0.000000,0.000000,0.000000,0.000000,0.000000,0.209399,0.000000,-0.403823,africa
2,20,0.058507,0.000000,0.062576,0.000000,0.011730,0.000000,0.000000,0.000000,0.000000,0.000000,-0.650620,0.000000,-0.081255,africa
3,20,0.471680,0.000000,0.057487,0.000000,0.046489,0.000000,0.000000,0.000000,0.000000,0.000000,-0.487004,0.000000,0.511164,africa
4,20,0.698776,0.000000,-0.013534,0.000000,-0.003890,0.000000,0.000000,0.000000,0.000000,0.000000,-0.300448,0.000000,-0.281112,africa
5,20,-1.123905,0.000000,0.020696,0.000000,-0.006750,0.000000,0.000000,0.000000,0.000000,0.000000,-0.358597,0.000000,0.120715,africa
6,20,1.679179,0.000000,-0.048828,0.000000,-0.018561,0.000000,0.000000,0.000000,0.000000,0.000000,-0.230965,0.000000,-0.206605,africa
7,20,-0.776264,0.000000,-0.009651,0.000000,-0.019943,0.000000,0.000000,0.000000,0.000000,0.000000,-0.978964,0.000000,-0.179266,africa
8,20,2.366666,0.000000,-0.045297,0.000000,0.030895,0.000000,0.000000,0.000000,0.000000,0.000000,-0.477701,0.000000,0.112457,africa
9,20,2.455393,0.000000,-0.015666,0.000000,0.030954,0.000000,0.000000,0.000000,0.000000,0.000000,-1.684106,0.000000,0.157695,africa
10,20,1.762459,0.000000,-0.021541,0.000000,0.040727,0.000000,0.000000,0.000000,0.000000,0.000000,-0.453092,0.000000,0.072503,africa
1,21,-4.431299,0.000000,0.047450,0.000000,-0.000744,0.000000,0.000000,0.000000,0.000000,0.000000,-0.908618,0.000000,-0.045978,africa
