aS_vs_dI_abscissa,aS_vs_dI_spline,aS_vs_dI_regression,aS_vs_dS_abscissa,aS_vs_dS_spline,aS_vs_dS_regression,aS_vs_initT_abscissa,aS_vs_initT_spline,aS_vs_initT_regression,aS_vs_lBt0_abscissa,aS_vs_lBt0_spline,aS_vs_lBt0_regression,aS_vs_n_abscissa,aS_vs_n_spline,aS_vs_n_regression,dI_vs_aS_abscissa,dI_vs_aS_spline,dI_vs_aS_regression,dI_vs_dS_abscissa,dI_vs_dS_spline,dI_vs_dS_regression,dI_vs_initT_abscissa,dI_vs_initT_spline,dI_vs_initT_regression,dI_vs_lBt0_abscissa,dI_vs_lBt0_spline,dI_vs_lBt0_regression,dI_vs_n_abscissa,dI_vs_n_spline,dI_vs_n_regression,dS_vs_aS_abscissa,dS_vs_aS_spline,dS_vs_aS_regression,dS_vs_dI_abscissa,dS_vs_dI_spline,dS_vs_dI_regression,dS_vs_initT_abscissa,dS_vs_initT_spline,dS_vs_initT_regression,dS_vs_lBt0_abscissa,dS_vs_lBt0_spline,dS_vs_lBt0_regression,dS_vs_n_abscissa,dS_vs_n_spline,dS_vs_n_regression,initT_vs_aS_abscissa,initT_vs_aS_spline,initT_vs_aS_regression,initT_vs_dI_abscissa,initT_vs_dI_spline,initT_vs_dI_regression,initT_vs_dS_abscissa,initT_vs_dS_spline,initT_vs_dS_regression,initT_vs_lBt0_abscissa,initT_vs_lBt0_spline,initT_vs_lBt0_regression,initT_vs_n_abscissa,initT_vs_n_spline,initT_vs_n_regression,lBt0_vs_aS_abscissa,lBt0_vs_aS_spline,lBt0_vs_aS_regression,lBt0_vs_dI_abscissa,lBt0_vs_dI_spline,lBt0_vs_dI_regression,lBt0_vs_dS_abscissa,lBt0_vs_dS_spline,lBt0_vs_dS_regression,lBt0_vs_initT_abscissa,lBt0_vs_initT_spline,lBt0_vs_initT_regression,lBt0_vs_n_abscissa,lBt0_vs_n_spline,lBt0_vs_n_regression,n_vs_aS_abscissa,n_vs_aS_spline,n_vs_aS_regression,n_vs_dI_abscissa,n_vs_dI_spline,n_vs_dI_regression,n_vs_dS_abscissa,n_vs_dS_spline,n_vs_dS_regression,n_vs_initT_abscissa,n_vs_initT_spline,n_vs_initT_regression,n_vs_lBt0_abscissa,n_vs_lBt0_spline,n_vs_lBt0_regression
-0.644825,-0.356249,-0.374726,-1.79199,0.115725,0.0683116,-15.7733,0.0721817,0.0603594,-0.825958,0.0778437,0.0716742,-0.678667,0.277562,0.243466,-0.413756,-0.538764,-0.595446,-1.79199,0.0857391,0.097549,-15.7733,0.127824,0.0896882,-0.825958,0.0628052,0.101402,-0.678667,0.533787,0.504007,-0.413756,0.233793,0.189684,-0.644825,0.492145,0.191513,-15.7733,-0.14669,-0.0223535,-0.825958,-1.97619,-1.96416,-0.678667,-0.205971,-0.159998,-0.413756,0.0859946,0.926148,-0.644825,1.16819,0.970715,-1.79199,2.16761,0.308226,-0.825958,3.49524,0.277447,-0.678667,-1.15411,-0.29689,-0.413756,0.104985,0.0724164,-0.644825,0.191914,0.0718035,-1.79199,-0.738089,-0.744979,-15.7733,-0.0780741,-0.0158672,-0.678667,-0.0840303,-0.060701,-0.413756,0.272034,0.431279,-0.644825,0.600379,0.59482,-1.79199,0.00973112,-0.0776625,-15.7733,-0.148314,-0.0975343,-0.825958,-0.00937227,-0.0728132
-0.612647,-0.343432,-0.355699,-1.70612,0.0511118,0.0654167,-15.3972,0.0732031,0.0591586,-0.789494,0.0514527,0.0688526,-0.642882,0.281576,0.230793,-0.392226,-0.562834,-0.56491,-1.70612,0.00235029,0.0929894,-15.3972,0.134692,0.0876874,-0.789494,-0.0324024,0.0970231,-0.642882,0.531228,0.476984,-0.392226,0.223961,0.178089,-0.612647,0.429738,0.180134,-15.3972,-0.126419,-0.0227227,-0.789494,-1.87506,-1.87719,-0.642882,-0.345075,-0.153404,-0.392226,1.08415,0.891964,-0.612647,0.901398,0.935224,-1.70612,2.86298,0.305602,-0.789494,3.33637,0.276417,-0.642882,-0.914709,-0.267058,-0.392226,0.0916432,0.0677936,-0.612647,0.171921,0.0673331,-1.70612,-0.710627,-0.709405,-15.3972,-0.0654553,-0.0159265,-0.642882,-0.141953,-0.0584126,-0.392226,0.384004,0.408455,-0.612647,0.55218,0.564492,-1.70612,0.0676789,-0.0746971,-15.3972,-0.155319,-0.0956468,-0.789494,0.113508,-0.0702974
-0.580469,-0.334438,-0.336671,-1.62025,-0.0169055,0.0625219,-15.0211,0.0744022,0.0579578,-0.753031,0.0531195,0.0660311,-0.607097,0.264299,0.218121,-0.370696,-0.605386,-0.534373,-1.62025,-0.0816098,0.0884298,-15.0211,0.140835,0.0856866,-0.753031,-0.0397731,0.0926442,-0.607097,0.508691,0.449961,-0.370696,0.1738,0.166494,-0.580469,0.375112,0.168754,-15.0211,-0.103667,-0.0230919,-0.753031,-1.80144,-1.79023,-0.607097,-0.476373,-0.14681,-0.370696,2.30576,0.85778,-0.580469,0.772536,0.899734,-1.62025,2.74249,0.302978,-0.753031,2.71746,0.275386,-0.607097,-0.824824,-0.237226,-0.370696,0.0590852,0.0631709,-0.580469,0.152181,0.0628627,-1.62025,-0.680952,-0.673832,-15.0211,-0.0516561,-0.0159858,-0.607097,-0.194606,-0.0561242,-0.370696,0.546019,0.38563,-0.580469,0.497337,0.534164,-1.62025,0.115407,-0.0717318,-15.0211,-0.160711,-0.0937594,-0.753031,0.127451,-0.0677817
-0.548291,-0.32438,-0.317644,-1.53437,-0.0717945,0.059627,-14.645,0.0764328,0.056757,-0.716567,0.0632371,0.0632096,-0.571312,0.241347,0.205448,-0.349166,-0.610922,-0.503837,-1.53437,-0.149475,0.0838702,-14.645,0.147037,0.0836858,-0.716567,-0.0116781,0.0882653,-0.571312,0.469907,0.422937,-0.349166,0.183654,0.1549,-0.548291,0.392135,0.157375,-14.645,-0.0793014,-0.0234611,-0.716567,-1.73615,-1.70326,-0.571312,-0.452202,-0.140215,-0.349166,2.81606,0.823597,-0.548291,0.986491,0.864243,-1.53437,1.51464,0.300354,-0.716567,1.93422,0.274356,-0.571312,-1.2441,-0.207393,-0.349166,0.0560964,0.0585482,-0.548291,0.151787,0.0583923,-1.53437,-0.645408,-0.638258,-14.645,-0.03737,-0.0160451,-0.571312,-0.179216,-0.0538357,-0.349166,0.612519,0.362805,-0.548291,0.448784,0.503836,-1.53437,0.14382,-0.0687664,-14.645,-0.165096,-0.0918719,-0.716567,0.0929487,-0.0652659
-0.516113,-0.30889,-0.298616,-1.4485,-0.0935429,0.0567322,-14.2689,0.0804118,0.0555562,-0.680104,0.0676991,0.0603881,-0.535527,0.221722,0.192776,-0.327636,-0.539748,-0.4733,-1.4485,-0.172011,0.0793107,-14.2689,0.154749,0.0816851,-0.680104,0.0242118,0.0838864,-0.535527,0.425616,0.395914,-0.327636,0.319633,0.143305,-0.516113,0.467381,0.145995,-14.2689,-0.0551186,-0.0238303,-0.680104,-1.66509,-1.61629,-0.535527,-0.275602,-0.133621,-0.327636,1.94513,0.789413,-0.516113,1.45129,0.828752,-1.4485,0.0455804,0.29773,-0.680104,1.15144,0.273326,-0.535527,-1.8029,-0.177561,-0.327636,0.115348,0.0539254,-0.516113,0.167346,0.0539219,-1.4485,-0.606147,-0.602684,-14.2689,-0.0239426,-0.0161044,-0.535527,-0.0996957,-0.0515473,-0.327636,0.479186,0.33998,-0.516113,0.415429,0.473508,-1.4485,0.136361,-0.0658011,-14.2689,-0.169718,-0.0899844,-0.680104,0.0363333,-0.0627502
-0.483935,-0.283259,-0.279589,-1.36263,-0.057067,0.0538373,-13.8928,0.0856275,0.0543554,-0.643641,0.051897,0.0575666,-0.499742,0.208466,0.180103,-0.306106,-0.432902,-0.442764,-1.36263,-0.11145,0.0747511,-13.8928,0.163656,0.0796843,-0.643641,0.0277724,0.0795075,-0.499742,0.394952,0.368891,-0.306106,0.384246,0.13171,-0.483935,0.470236,0.134616,-13.8928,-0.0317346,-0.0241995,-0.643641,-1.57257,-1.52933,-0.499742,-0.122221,-0.127027,-0.306106,0.210851,0.755229,-0.483935,1.62689,0.793262,-1.36263,-0.579076,0.295106,-0.643641,0.610951,0.272296,-0.499742,-1.41212,-0.147729,-0.306106,0.151911,0.0493027,-0.483935,0.161237,0.0494516,-1.36263,-0.566076,-0.56711,-13.8928,-0.0114043,-0.0161636,-0.499742,-0.0357654,-0.0492589,-0.306106,0.252077,0.317156,-0.483935,0.40274,0.443181,-1.36263,0.0703393,-0.0628357,-13.8928,-0.174939,-0.0880969,-0.643641,0.00441519,-0.0602344
-0.451756,-0.246062,-0.260561,-1.27676,0.0496397,0.0509425,-13.5167,0.0940808,0.0531546,-0.607177,0.0316059,0.0547451,-0.463957,0.196245,0.167431,-0.284576,-0.399727,-0.412227,-1.27676,0.0513406,0.0701915,-13.5167,0.175981,0.0776835,-0.607177,0.013869,0.0751286,-0.463957,0.374161,0.341868,-0.284576,0.0649155,0.120115,-0.451756,0.295032,0.123236,-13.5167,-0.0113166,-0.0245687,-0.607177,-1.46453,-1.44236,-0.463957,-0.0698696,-0.120433,-0.284576,-0.611266,0.721045,-0.451756,1.05861,0.757771,-1.27676,0.472483,0.292482,-0.607177,0.450023,0.271266,-0.463957,-0.107397,-0.117896,-0.284576,0.0241711,0.04468,-0.451756,0.103397,0.0449812,-1.27676,-0.528041,-0.531536,-13.5167,-0.00163472,-0.0162229,-0.463957,-0.019639,-0.0469704,-0.284576,0.217344,0.294331,-0.451756,0.409998,0.412853,-1.27676,-0.0645139,-0.0598704,-13.5167,-0.18228,-0.0862095,-0.607177,-0.00696063,-0.0577187
-0.419578,-0.210622,-0.241534,-1.19089,0.167498,0.0480476,-13.1406,0.105485,0.0519538,-0.570714,0.0323097,0.0519236,-0.428172,0.173689,0.154758,-0.263046,-0.385999,-0.381691,-1.19089,0.232868,0.0656319,-13.1406,0.191425,0.0756827,-0.570714,0.0173721,0.0707497,-0.428172,0.342512,0.314845,-0.263046,-0.0930923,0.10852,-0.419578,0.0475742,0.111857,-13.1406,0.00464314,-0.0249379,-0.570714,-1.35647,-1.35539,-0.428172,-0.123199,-0.113838,-0.263046,-0.323216,0.686861,-0.419578,0.0312182,0.72228,-1.19089,2.06138,0.289858,-0.570714,0.692256,0.270236,-0.428172,1.22173,-0.0880638,-0.263046,-0.0430355,0.0400573,-0.419578,0.0267984,0.0405108,-1.19089,-0.491958,-0.495962,-13.1406,0.00472079,-0.0162822,-0.428172,-0.0479429,-0.044682,-0.263046,0.244791,0.271506,-0.419578,0.413459,0.382525,-1.19089,-0.213827,-0.056905,-13.1406,-0.191553,-0.084322,-0.570714,-0.0217626,-0.055203
-0.3874,-0.193379,-0.222506,-1.10501,0.189203,0.0451528,-12.7645,0.118387,0.050753,-0.534251,0.0744702,0.0491021,-0.392387,0.130544,0.142086,-0.241516,-0.339195,-0.351154,-1.10501,0.280563,0.0610724,-12.7645,0.207746,0.0736819,-0.534251,0.06703,0.0663708,-0.392387,0.280632,0.287822,-0.241516,0.209585,0.0969257,-0.3874,-0.0947582,0.100477,-12.7645,0.0149448,-0.0253071,-0.534251,-1.26112,-1.26843,-0.392387,-0.280633,-0.107244,-0.241516,0.564671,0.652678,-0.3874,-0.872908,0.686789,-1.10501,1.81133,0.287234,-0.534251,1.32045,0.269205,-0.392387,1.70721,-0.0582314,-0.241516,0.0785272,0.0354345,-0.3874,-0.0149131,0.0360404,-1.10501,-0.456265,-0.460388,-12.7645,0.00761376,-0.0163415,-0.392387,-0.114807,-0.0423936,-0.241516,0.196721,0.248682,-0.3874,0.384995,0.352197,-1.10501,-0.279702,-0.0539397,-12.7645,-0.200458,-0.0824345,-0.534251,-0.0607395,-0.0526872
-0.355222,-0.20714,-0.203479,-1.01914,0.0728415,0.042258,-12.3884,0.131223,0.0495522,-0.497787,0.127822,0.0462805,-0.356602,0.0885611,0.129413,-0.219986,-0.292002,-0.320618,-1.01914,0.134284,0.0565128,-12.3884,0.22202,0.0716812,-0.497787,0.138828,0.0619919,-0.356602,0.210926,0.260799,-0.219986,0.460513,0.0853309,-0.355222,0.00648478,0.0890977,-12.3884,0.0161709,-0.0256762,-0.497787,-1.17664,-1.18146,-0.356602,-0.423884,-0.10065,-0.219986,1.25147,0.618494,-0.355222,-1.09735,0.651299,-1.01914,-1.09864,0.28461,-0.497787,1.65111,0.268175,-0.356602,1.21182,-0.0283991,-0.219986,0.183107,0.0308118,-0.355222,0.0185705,0.03157,-1.01914,-0.419417,-0.424814,-12.3884,0.00590834,-0.0164008,-0.356602,-0.169108,-0.0401051,-0.219986,0.134826,0.225857,-0.355222,0.30352,0.321869,-1.01914,-0.218816,-0.0509743,-12.3884,-0.20554,-0.0805471,-0.497787,-0.12285,-0.0501715
-0.323044,-0.211218,-0.184451,-0.933271,-0.0433142,0.0393631,-12.0123,0.142262,0.0483514,-0.461324,0.149082,0.043459,-0.320817,0.0962718,0.116741,-0.198456,-0.276188,-0.290081,-0.933271,-0.0104283,0.0519532,-12.0123,0.231532,0.0696804,-0.461324,0.194792,0.057613,-0.320817,0.194181,0.233776,-0.198456,0.202549,0.0737361,-0.323044,0.0687981,0.0777181,-12.0123,0.00695799,-0.0260454,-0.461324,-1.0969,-1.09449,-0.320817,-0.343838,-0.0940554,-0.198456,1.09828,0.58431,-0.323044,-0.500386,0.615808,-0.933271,-3.03717,0.281986,-0.461324,0.842742,0.267145,-0.320817,0.523478,0.00143329,-0.198456,0.0861314,0.0261891,-0.323044,0.0259356,0.0270996,-0.933271,-0.380399,-0.38924,-12.0123,-0.000420324,-0.0164601,-0.320817,-0.12707,-0.0378167,-0.198456,0.122489,0.203032,-0.323044,0.245562,0.291541,-0.933271,-0.138183,-0.048009,-12.0123,-0.203972,-0.0786596,-0.461324,-0.200897,-0.0476557
-0.290866,-0.169573,-0.165424,-0.847399,-0.0415216,0.0364683,-11.6362,0.149979,0.0471506,-0.424861,0.104606,0.0406375,-0.285032,0.124974,0.104069,-0.176926,-0.259626,-0.259545,-0.847399,0.00544741,0.0473936,-11.6362,0.233725,0.0676796,-0.424861,0.199007,0.0532341,-0.285032,0.209763,0.206753,-0.176926,-0.0514386,0.0621413,-0.290866,-0.140071,0.0663386,-11.6362,-0.0146751,-0.0264146,-0.424861,-1.01688,-1.00753,-0.285032,-0.127204,-0.0874611,-0.176926,0.92283,0.550126,-0.290866,0.561086,0.580317,-0.847399,-1.57116,0.279362,-0.424861,-1.56857,0.266115,-0.285032,-0.148726,0.0312657,-0.176926,-0.0111493,0.0215663,-0.290866,-0.0685617,0.0226292,-0.847399,-0.339675,-0.353666,-11.6362,-0.011792,-0.0165194,-0.285032,-0.0326523,-0.0355282,-0.176926,0.107758,0.180207,-0.290866,0.274525,0.261213,-0.847399,-0.131013,-0.0450436,-11.6362,-0.192945,-0.0767721,-0.424861,-0.277733,-0.04514
-0.258688,-0.132219,-0.146396,-0.761527,0.0179926,0.0335734,-11.2602,0.15253,0.0459498,-0.388397,0.0170362,0.037816,-0.249247,0.0807349,0.0913961,-0.155396,-0.216952,-0.229008,-0.761527,0.0711757,0.0428341,-11.2602,0.225436,0.0656788,-0.388397,0.123139,0.0488552,-0.249247,0.164063,0.17973,-0.155396,0.105129,0.0505466,-0.258688,-0.114439,0.0549591,-11.2602,-0.0514243,-0.0267838,-0.388397,-0.93752,-0.92056,-0.249247,-0.12168,-0.0808668,-0.155396,1.18841,0.515942,-0.258688,0.348203,0.544826,-0.761527,-0.357545,0.276738,-0.388397,-3.7079,0.265085,-0.249247,-0.987973,0.061098,-0.155396,0.0502392,0.0169436,-0.258688,-0.0590125,0.0181589,-0.761527,-0.301253,-0.318092,-11.2602,-0.028866,-0.0165787,-0.249247,-0.0399984,-0.0332398,-0.155396,0.0596862,0.157383,-0.258688,0.278481,0.230885,-0.761527,-0.15221,-0.0420783,-11.2602,-0.168935,-0.0748846,-0.388397,-0.270143,-0.0426242
-0.22651,-0.126323,-0.127369,-0.675655,0.059585,0.0306786,-10.8841,0.14885,0.044749,-0.351934,-0.0665319,0.0349945,-0.213462,-0.000489522,0.0787237,-0.133866,-0.182713,-0.198472,-0.675655,0.0825109,0.0382745,-10.8841,0.205129,0.063678,-0.351934,-0.0359023,0.0444763,-0.213462,0.0759495,0.152707,-0.133866,0.167801,0.0389518,-0.22651,0.207482,0.0435795,-10.8841,-0.103022,-0.027153,-0.351934,-0.861106,-0.833594,-0.213462,-0.205526,-0.0742725,-0.133866,0.62683,0.481758,-0.22651,-0.971493,0.509336,-0.675655,-1.55556,0.274114,-0.351934,-3.30262,0.264055,-0.213462,-1.32816,0.0909304,-0.133866,0.0664837,0.0123209,-0.22651,0.0757976,0.0136885,-0.675655,-0.26753,-0.282518,-10.8841,-0.0511757,-0.016638,-0.213462,-0.0855668,-0.0309514,-0.133866,0.0736052,0.134558,-0.22651,0.201943,0.200557,-0.675655,-0.139649,-0.0391129,-10.8841,-0.130575,-0.0729972,-0.351934,-0.105014,-0.0401085
-0.194331,-0.115026,-0.108341,-0.589783,0.0277732,0.0277837,-10.508,0.140796,0.0435482,-0.315471,-0.0856047,0.032173,-0.177677,-0.0515131,0.0660512,-0.112336,-0.16896,-0.167935,-0.589783,0.0211044,0.0337149,-10.508,0.177271,0.0616773,-0.315471,-0.142108,0.0400974,-0.177677,0.00171773,0.125684,-0.112336,0.0115937,0.027357,-0.194331,0.0785711,0.0322,-10.508,-0.157987,-0.0275222,-0.315471,-0.780598,-0.746627,-0.177677,-0.183947,-0.0676782,-0.112336,-0.299794,0.447575,-0.194331,-0.441985,0.473845,-0.589783,-2.97838,0.27149,-0.315471,-1.37313,0.263024,-0.177677,-0.673886,0.120763,-0.112336,-0.00369269,0.00769814,-0.194331,0.0286691,0.00921808,-0.589783,-0.236877,-0.246944,-10.508,-0.0740581,-0.0166973,-0.177677,-0.0761997,-0.0286629,-0.112336,0.151512,0.111733,-0.194331,0.135484,0.170229,-0.589783,-0.0451302,-0.0361476,-10.508,-0.0845561,-0.0711097,-0.315471,0.0739217,-0.0375927
-0.162153,-0.0948753,-0.0893134,-0.503911,-0.0311109,0.0248889,-10.1319,0.131091,0.0423474,-0.279007,0.0180116,0.0293515,-0.141892,-0.0536779,0.0533788,-0.0908063,-0.144699,-0.137399,-0.503911,-0.037731,0.0291554,-10.1319,0.148066,0.0596765,-0.279007,0.0433922,0.0357185,-0.141892,-0.0215428,0.0986605,-0.0908063,0.139636,0.0157622,-0.162153,-0.242036,0.0208205,-10.1319,-0.201836,-0.0278914,-0.279007,-0.682027,-0.659661,-0.141892,-0.126797,-0.061084,-0.0908063,1.08206,0.413391,-0.162153,0.678381,0.438354,-0.503911,-3.469,0.268866,-0.279007,-1.94862,0.261994,-0.141892,0.302985,0.150595,-0.0908063,0.0595018,0.0030754,-0.162153,-0.0981734,0.00474769,-0.503911,-0.210316,-0.21137,-10.1319,-0.0917466,-0.0167565,-0.141892,-0.0507142,-0.0263745,-0.0908063,0.15182,0.0889084,-0.162153,0.0988442,0.139901,-0.503911,0.0373964,-0.0331822,-10.1319,-0.0398406,-0.0692222,-0.279007,-0.059539,-0.035077
-0.129975,-0.0760022,-0.0702859,-0.418039,-0.0110551,0.021994,-9.75578,0.123879,0.0411467,-0.242544,0.0459081,0.02653,-0.106107,-0.00373104,0.0407063,-0.0692763,-0.0913634,-0.106863,-0.418039,0.0198126,0.0245958,-9.75578,0.128035,0.0576757,-0.242544,0.138289,0.0313396,-0.106107,0.0274406,0.0716374,-0.0692763,0.266035,0.00416745,-0.129975,-0.175392,0.00944095,-9.75578,-0.203686,-0.0282606,-0.242544,-0.575166,-0.572694,-0.106107,-0.132277,-0.0544897,-0.0692763,2.90777,0.379207,-0.129975,-0.152735,0.402863,-0.418039,-3.08788,0.266242,-0.242544,-3.54123,0.260964,-0.106107,0.840685,0.180427,-0.0692763,0.123277,-0.00154733,-0.129975,-0.0721824,0.000277306,-0.418039,-0.189689,-0.175796,-9.75578,-0.0916042,-0.0168158,-0.106107,-0.0599845,-0.0240861,-0.0692763,0.0464967,0.0660837,-0.129975,0.0817688,0.109573,-0.418039,-0.0515968,-0.0302169,-9.75578,-0.0130699,-0.0673347,-0.242544,-0.191894,-0.0325612
-0.0977971,-0.0645727,-0.0512584,-0.332167,0.0472882,0.0190992,-9.37968,0.117355,0.0399459,-0.20608,-0.0469275,0.0237084,-0.0703215,0.0357072,0.0280338,-0.0477463,-0.0169637,-0.076326,-0.332167,0.0983088,0.0200362,-9.37968,0.110021,0.0556749,-0.20608,-0.0576178,0.0269607,-0.0703215,0.0678336,0.0446143,-0.0477463,-0.0231621,-0.00742733,-0.0977971,-0.0624006,-0.00193859,-9.37968,-0.198173,-0.0286298,-0.20608,-0.480229,-0.485727,-0.0703215,-0.203865,-0.0478954,-0.0477463,2.35009,0.345023,-0.0977971,-0.948365,0.367373,-0.332167,-1.94477,0.263618,-0.20608,-2.1002,0.259934,-0.0703215,0.91481,0.21026,-0.0477463,-0.00134915,-0.00617006,-0.0977971,-0.0288737,-0.00419308,-0.332167,-0.163932,-0.140222,-9.37968,-0.0883869,-0.0168751,-0.0703215,-0.0945501,-0.0217976,-0.0477463,-0.0982945,0.043259,-0.0977971,0.0543043,0.0792449,-0.332167,-0.128082,-0.0272515,-9.37968,0.0101822,-0.0654473,-0.20608,-0.0241201,-0.0300455
-0.065619,-0.0564254,-0.0322308,-0.246295,0.0612236,0.0162043,-9.00359,0.118312,0.0387451,-0.169617,0.0418504,0.0208869,-0.0345364,0.0084351,0.0153614,-0.0262163,0.0137888,-0.0457896,-0.246295,0.0593151,0.0154766,-9.00359,0.112663,0.0536742,-0.169617,0.0453996,0.0225818,-0.0345364,0.0213884,0.0175913,-0.0262163,-0.263597,-0.0190221,-0.065619,-0.240766,-0.0133181,-9.00359,-0.123808,-0.028999,-0.169617,-0.391778,-0.398761,-0.0345364,-0.31135,-0.0413011,-0.0262163,0.905407,0.310839,-0.065619,-0.0705918,0.331882,-0.246295,-0.393693,0.260994,-0.169617,0.0233863,0.258904,-0.0345364,0.706755,0.240092,-0.0262163,-0.109019,-0.0107928,-0.065619,-0.100809,-0.00866347,-0.246295,-0.121991,-0.104648,-9.00359,-0.0566501,-0.0169344,-0.0345364,-0.129772,-0.0195092,-0.0262163,-0.118017,0.0204343,-0.065619,0.00133289,0.0489169,-0.246295,0.0332404,-0.0242862,-9.00359,-0.00122091,-0.0635598,-0.169617,-0.0254867,-0.0275297
-0.0334409,-0.0372524,-0.0132033,-0.160423,0.0159049,0.0133095,-8.6275,0.12389,0.0375443,-0.133154,0.0838386,0.0180654,0.00124866,-0.0344759,0.00268894,-0.00468627,-0.0465212,-0.0152531,-0.160423,-0.048307,0.0109171,-8.6275,0.129618,0.0516734,-0.133154,0.109648,0.0182029,0.00124866,-0.0496618,-0.00943182,-0.00468627,-0.0157663,-0.0306169,-0.0334409,-0.18686,-0.0246977,-8.6275,-0.00414749,-0.0293682,-0.133154,-0.306119,-0.311794,0.00124866,-0.398737,-0.0347068,-0.00468627,0.36723,0.276656,-0.0334409,-0.569412,0.296391,-0.160423,-0.277491,0.25837,-0.133154,0.183681,0.257873,0.00124866,0.41393,0.269925,-0.00468627,-0.00415298,-0.0154155,-0.0334409,-0.0740755,-0.0131339,-0.160423,-0.0790878,-0.0690737,-8.6275,-0.00634555,-0.0169937,0.00124866,-0.154856,-0.0172208,-0.00468627,0.0962096,-0.00239046,-0.0334409,-0.0509717,0.018589,-0.160423,0.17945,-0.0213208,-8.6275,-0.0378855,-0.0616723,-0.133154,-0.0398558,-0.025014
-0.00126276,-0.0116046,0.00582425,-0.0745511,-0.0579683,0.0104146,-8.2514,0.129108,0.0363435,-0.0966904,0.0515851,0.0152439,0.0370337,-0.0362676,-0.00998352,0.0168437,-0.0614216,0.0152834,-0.0745511,-0.160152,0.00635748,-8.2514,0.151568,0.0496726,-0.0966904,0.0508297,0.013824,0.0370337,-0.0737001,-0.0364549,0.0168437,0.0435998,-0.0422117,-0.00126276,-0.0351694,-0.0360772,-8.2514,0.133266,-0.0297374,-0.0966904,-0.21809,-0.224828,0.0370337,-0.414942,-0.0281125,0.0168437,0.0244041,0.242472,-0.00126276,-1.57602,0.260901,-0.0745511,-1.19965,0.255746,-0.0966904,-0.241029,0.256843,0.0370337,0.241264,0.299757,0.0168437,0.0187593,-0.0200383,-0.00126276,-0.00850212,-0.0176042,-0.0745511,-0.0406963,-0.0334997,-8.2514,0.0510658,-0.017053,0.0370337,-0.163054,-0.0149323,0.0168437,0.168799,-0.0252152,-0.00126276,-0.079954,-0.011739,-0.0745511,0.215248,-0.0183555,-8.2514,-0.0882239,-0.0597849,-0.0966904,0.0234805,-0.0224983
0.0309154,0.00912598,0.0248518,0.0113209,-0.124498,0.00751976,-7.87531,0.128497,0.0351427,-0.0602271,6.99879e-05,0.0124224,0.0728188,-0.0210375,-0.022656,0.0383737,-0.0043717,0.0458199,0.0113209,-0.254207,0.00179791,-7.87531,0.168584,0.0476718,-0.0602271,-0.0623972,0.00944511,0.0728188,-0.0718922,-0.063478,0.0383737,-0.239076,-0.0538064,0.0309154,-0.152334,-0.0474567,-7.87531,0.259334,-0.0301066,-0.0602271,-0.124904,-0.137861,0.0728188,-0.366267,-0.0215182,0.0383737,-0.625985,0.208288,0.0309154,-0.811217,0.22541,0.0113209,-1.34585,0.253121,-0.0602271,-0.050308,0.255813,0.0728188,0.578394,0.329589,0.0383737,-0.107316,-0.024661,0.0309154,-0.0586122,-0.0220746,0.0113209,-0.000527402,0.00207432,-7.87531,0.103464,-0.0171123,0.0728188,-0.156145,-0.0126439,0.0383737,0.0487289,-0.0480399,0.0309154,-0.0784189,-0.042067,0.0113209,0.249564,-0.0153901,-7.87531,-0.140298,-0.0578974,-0.0602271,0.143533,-0.0199825
0.0630935,0.0261171,0.0438793,0.0971929,-0.159472,0.00462492,-7.49922,0.119148,0.0339419,-0.0237637,-0.0402867,0.00960089,0.108604,-0.0353385,-0.0353284,0.0599038,0.0528798,0.0763563,0.0971929,-0.302703,-0.00276166,-7.49922,0.174224,0.045671,-0.0237637,-0.153579,0.00506622,0.108604,-0.0933539,-0.0905011,0.0599038,-0.494905,-0.0654012,0.0630935,-0.342636,-0.0588362,-7.49922,0.354541,-0.0304758,-0.0237637,-0.0270618,-0.0508945,0.108604,-0.26573,-0.014924,0.0599038,-1.40939,0.174104,0.0630935,0.829489,0.189919,0.0971929,-0.543739,0.250497,-0.0237637,0.0471732,0.254783,0.108604,1.6618,0.359422,0.0599038,-0.221057,-0.0292837,0.0630935,-0.140013,-0.026545,0.0971929,0.0409263,0.0376483,-7.49922,0.14278,-0.0171716,0.108604,-0.131057,-0.0103555,0.0599038,-0.0375019,-0.0708646,0.0630935,-0.0839858,-0.0723949,0.0971929,0.287587,-0.0124248,-7.49922,-0.184788,-0.0560099,-0.0237637,0.240623,-0.0174668
