iteration,convergenceIndicator,phase,a,aS_pop,b,dE_pop,dS_pop,initT_pop,lBt0_pop,lae_pop,lk_pop,lw_pop,omega_aS,omega_dE,omega_dS,omega_initT,omega_lBt0,omega_lae,omega_lk,omega_lw
510,591.31,2,0.396109,15.3012,0.0194179,0.128435,0.0089127,-9.9502,-4.93907,-0.557216,-4.81282,3.49179,0.0186248,1.16891,0.0360213,2.88497,0.00886097,0.291647,0.490342,0.808031
511,593.433,2,0.395883,15.3016,0.0194922,0.12828,0.00891329,-9.95479,-4.93908,-0.557335,-4.81188,3.49068,0.0185801,1.16921,0.0360112,2.88761,0.00886388,0.291981,0.490148,0.807023
512,590.163,2,0.395882,15.3016,0.0194862,0.128212,0.0089134,-9.95866,-4.93912,-0.556436,-4.81157,3.49029,0.018566,1.16981,0.0360744,2.88822,0.00886709,0.292357,0.48998,0.805837
513,621.362,2,0.395581,15.3016,0.0195623,0.128321,0.00891346,-9.96133,-4.93913,-0.555812,-4.81075,3.48938,0.0185561,1.17204,0.0360833,2.8917,0.0088683,0.292367,0.490085,0.805198
514,597.341,2,0.395132,15.3016,0.0196457,0.128403,0.00891331,-9.96336,-4.93915,-0.555351,-4.81003,3.48782,0.0185735,1.17406,0.0360419,2.8957,0.00886175,0.29251,0.490151,0.804755
515,575.786,2,0.394673,15.3017,0.0197397,0.128415,0.00891319,-9.96765,-4.93918,-0.554981,-4.80988,3.48723,0.0185542,1.17478,0.0360557,2.90021,0.00885831,0.292081,0.4905,0.803996
516,562.766,2,0.394671,15.3017,0.0197341,0.128421,0.00891355,-9.96917,-4.93918,-0.554935,-4.80931,3.4865,0.018554,1.17517,0.0360852,2.90522,0.00884261,0.291918,0.490154,0.803401
517,590.096,2,0.394669,15.3013,0.0197228,0.128379,0.00891382,-9.97257,-4.9392,-0.554744,-4.80874,3.4856,0.0185999,1.17574,0.0360858,2.90867,0.0088325,0.292074,0.489935,0.80253
518,609.208,2,0.394473,15.3002,0.0197559,0.128408,0.00891403,-9.97618,-4.9392,-0.554736,-4.80809,3.48465,0.018641,1.1776,0.036102,2.91366,0.00883192,0.291859,0.489536,0.801696
519,553.823,2,0.39492,15.3003,0.0196726,0.128461,0.00891422,-9.97702,-4.93919,-0.554608,-4.80747,3.4844,0.0186213,1.17939,0.0361017,2.91498,0.00882284,0.29148,0.489274,0.800438
520,580.117,2,0.394771,15.3004,0.0197017,0.128474,0.00891468,-9.97955,-4.93919,-0.554515,-4.80696,3.48357,0.0186311,1.17956,0.0360982,2.91624,0.00882259,0.291279,0.489318,0.800076
521,532.348,2,0.394839,15.3,0.0196644,0.128334,0.00891507,-9.98062,-4.93919,-0.554378,-4.80684,3.48397,0.0186456,1.1782,0.0360976,2.91555,0.00882159,0.291107,0.489402,0.799324
522,583.715,2,0.394632,15.3009,0.0196957,0.12822,0.00891519,-9.97987,-4.93919,-0.554607,-4.80674,3.48385,0.0186901,1.17688,0.0360935,2.91702,0.00882532,0.291249,0.489081,0.798886
523,563.992,2,0.39463,15.301,0.0196829,0.128199,0.00891485,-9.97894,-4.93921,-0.554556,-4.80687,3.48381,0.0186779,1.17715,0.0360805,2.91895,0.00882863,0.291412,0.4886,0.798992
524,601.493,2,0.394283,15.3014,0.0197838,0.128064,0.00891465,-9.97758,-4.93923,-0.55381,-4.80659,3.48379,0.0186725,1.17685,0.0360395,2.92159,0.00883169,0.291621,0.487732,0.799262
525,540.397,2,0.394282,15.3016,0.0197771,0.127952,0.00891438,-9.97806,-4.93925,-0.553723,-4.80665,3.48357,0.0186689,1.17617,0.0360025,2.92452,0.00883394,0.29141,0.487015,0.799234
526,548.413,2,0.395071,15.3012,0.0196082,0.127855,0.00891395,-9.97771,-4.93924,-0.553675,-4.80648,3.4832,0.0186493,1.1758,0.0359866,2.9253,0.00883766,0.291093,0.487031,0.79913
527,620.978,2,0.395567,15.3006,0.0195185,0.127699,0.00891429,-9.97825,-4.93924,-0.55393,-4.80621,3.48283,0.0186647,1.17696,0.0359718,2.92451,0.00884644,0.291105,0.487269,0.798812
528,565.537,2,0.395564,15.3005,0.0195082,0.127577,0.00891456,-9.98009,-4.93923,-0.554292,-4.80644,3.48272,0.0186506,1.17771,0.0359162,2.92517,0.00884046,0.291604,0.487423,0.798888
529,544.288,2,0.395565,15.3006,0.0195112,0.127465,0.00891458,-9.98126,-4.93923,-0.554569,-4.80631,3.48295,0.0186352,1.17674,0.0359267,2.92784,0.00883796,0.291283,0.487192,0.798084
530,585.911,2,0.395384,15.3004,0.019543,0.127466,0.0089143,-9.98042,-4.93921,-0.554644,-4.80595,3.4828,0.0186369,1.17675,0.0358746,2.93036,0.00884514,0.291785,0.48693,0.79776
531,572.453,2,0.394961,15.3008,0.0195987,0.127448,0.00891413,-9.97879,-4.93923,-0.554291,-4.8053,3.48197,0.01867,1.17628,0.0358387,2.93245,0.00885386,0.291883,0.487091,0.797556
532,585.986,2,0.394687,15.301,0.0196356,0.12737,0.00891372,-9.98026,-4.93925,-0.554728,-4.80451,3.48089,0.0186663,1.17625,0.0359014,2.93508,0.00884526,0.292439,0.487275,0.796522
533,569.333,2,0.394596,15.3013,0.0196473,0.127278,0.00891324,-9.98214,-4.93926,-0.554466,-4.80387,3.47987,0.0186536,1.17661,0.0359156,2.93785,0.00884574,0.292227,0.487641,0.795536
534,574.705,2,0.394509,15.3015,0.0196622,0.127294,0.00891322,-9.98254,-4.93926,-0.554141,-4.80298,3.47901,0.0186561,1.17708,0.0359465,2.93804,0.00883932,0.292188,0.48735,0.795443
535,563.81,2,0.39451,15.3014,0.0196661,0.127199,0.00891303,-9.98352,-4.93926,-0.553797,-4.80167,3.47769,0.018643,1.17703,0.0359268,2.93831,0.00883014,0.292193,0.487452,0.795683
536,616.511,2,0.394621,15.3014,0.0196624,0.127058,0.0089129,-9.98188,-4.93925,-0.55348,-4.8005,3.47653,0.0186707,1.17595,0.0359471,2.93826,0.00882647,0.292142,0.487419,0.796112
537,570.317,2,0.394295,15.3011,0.0197355,0.126856,0.00891326,-9.98151,-4.93924,-0.553409,-4.79956,3.47552,0.0186948,1.17459,0.0359477,2.94048,0.00881588,0.291806,0.487431,0.796185
538,623.709,2,0.394145,15.3011,0.0197772,0.126826,0.00891352,-9.98159,-4.93923,-0.553609,-4.79862,3.47525,0.0187106,1.17501,0.0359419,2.94483,0.00880814,0.292078,0.48755,0.79597
539,573.353,2,0.394145,15.3012,0.0197809,0.12679,0.00891401,-9.98277,-4.93922,-0.553393,-4.79815,3.47517,0.0186944,1.17515,0.0359271,2.94719,0.00880933,0.292035,0.487472,0.795709
540,571.218,2,0.393823,15.3011,0.0198235,0.12669,0.00891446,-9.98375,-4.93922,-0.553502,-4.79782,3.47519,0.0186959,1.17491,0.0359231,2.95062,0.0088033,0.292372,0.487671,0.795706
541,581.091,2,0.393631,15.3009,0.0198652,0.12656,0.00891407,-9.98444,-4.93922,-0.553053,-4.79761,3.47525,0.018691,1.17435,0.0359036,2.95287,0.00879943,0.29243,0.488002,0.795702
542,602.77,2,0.393715,15.3004,0.019839,0.126478,0.00891332,-9.98471,-4.93923,-0.552674,-4.79726,3.47489,0.0186784,1.17399,0.0359466,2.9535,0.00879951,0.292734,0.488345,0.796065
543,633.707,2,0.393715,15.3005,0.0198419,0.126488,0.00891284,-9.98774,-4.93923,-0.552682,-4.79672,3.47381,0.0186827,1.17359,0.0359972,2.95412,0.00880277,0.292766,0.488845,0.796694
544,631.173,2,0.393716,15.3002,0.0198449,0.126504,0.0089126,-9.98813,-4.93923,-0.552331,-4.79623,3.47278,0.0186945,1.17315,0.0359897,2.9562,0.00880107,0.293116,0.489187,0.797598
545,593.3,2,0.393309,15.3005,0.0199199,0.126487,0.00891214,-9.98697,-4.93923,-0.552002,-4.79521,3.4715,0.0186965,1.17311,0.0360002,2.95755,0.00880155,0.293221,0.489102,0.798094
546,553.258,2,0.392696,15.3007,0.0200112,0.126456,0.00891169,-9.98555,-4.93924,-0.551605,-4.79462,3.47053,0.0187025,1.17269,0.0359644,2.95968,0.00881073,0.293115,0.48918,0.798766
547,589.323,2,0.392803,15.301,0.0199948,0.126548,0.00891128,-9.98503,-4.93925,-0.55156,-4.79427,3.46984,0.018703,1.17296,0.0359417,2.95982,0.00880649,0.293142,0.489345,0.79908
548,576.937,2,0.392942,15.3012,0.0199621,0.126605,0.00891088,-9.98345,-4.93926,-0.551275,-4.79416,3.46959,0.0187218,1.17284,0.0359241,2.95845,0.00880763,0.293004,0.489396,0.799389
549,573.45,2,0.393276,15.301,0.0198948,0.126577,0.00891052,-9.98249,-4.93927,-0.551007,-4.79414,3.46927,0.0187283,1.17213,0.0359047,2.9562,0.00880352,0.29326,0.48918,0.800067
550,551.286,2,0.393177,15.301,0.019922,0.126489,0.00891034,-9.98002,-4.93927,-0.550501,-4.79435,3.4696,0.0187396,1.17149,0.0358786,2.95551,0.00879109,0.293333,0.488862,0.799996
551,577.595,2,0.392724,15.3014,0.0199964,0.126495,0.00891032,-9.97835,-4.93927,-0.55022,-4.79401,3.46935,0.0187588,1.17161,0.0359141,2.95487,0.00879182,0.293318,0.488546,0.800261
552,585.325,2,0.392459,15.3015,0.0200631,0.126584,0.00891047,-9.97857,-4.93927,-0.549695,-4.79355,3.46883,0.0187761,1.17148,0.0358858,2.95498,0.00879238,0.293153,0.487874,0.800825
553,585.123,2,0.392258,15.3013,0.0201041,0.126533,0.00891055,-9.97915,-4.93928,-0.5496,-4.7932,3.46852,0.0187887,1.17169,0.0358908,2.95675,0.00879974,0.292963,0.48719,0.80079
554,567.121,2,0.392255,15.3012,0.0200907,0.126494,0.00891087,-9.98066,-4.9393,-0.549576,-4.79304,3.46823,0.0188082,1.17173,0.0359372,2.95858,0.00879883,0.292646,0.486744,0.800537
555,537.18,2,0.392147,15.3012,0.0201005,0.126559,0.00891054,-9.98048,-4.93931,-0.549773,-4.793,3.46838,0.018819,1.17189,0.035953,2.95919,0.00879019,0.292431,0.486385,0.799937
556,507.671,2,0.391831,15.3014,0.0201465,0.126601,0.00891082,-9.97955,-4.93932,-0.550019,-4.79328,3.46882,0.0188038,1.1724,0.035937,2.96068,0.0087859,0.292215,0.485993,0.799333
557,581.12,2,0.391609,15.3012,0.0201655,0.126549,0.00891076,-9.98106,-4.93935,-0.550421,-4.7935,3.46957,0.0188066,1.17234,0.0359302,2.96208,0.0088022,0.292579,0.485825,0.79908
558,537.881,2,0.39144,15.3008,0.0201996,0.12643,0.00891068,-9.9826,-4.93937,-0.550603,-4.79426,3.47014,0.0187863,1.17159,0.0359079,2.96311,0.00880084,0.292435,0.485864,0.798898
559,580.461,2,0.391299,15.301,0.0202384,0.126314,0.0089112,-9.98297,-4.93938,-0.550943,-4.79463,3.47078,0.0187785,1.17155,0.0358888,2.96499,0.00879401,0.292432,0.485985,0.798907
560,550.144,2,0.391713,15.301,0.0201436,0.126297,0.00891115,-9.9831,-4.93938,-0.550719,-4.79496,3.47089,0.0187707,1.17164,0.035865,2.96586,0.00879143,0.292515,0.485846,0.79886
561,578.708,2,0.391582,15.3012,0.0201775,0.126352,0.00891093,-9.98251,-4.93939,-0.550788,-4.79487,3.47087,0.0187797,1.17209,0.0358187,2.96627,0.00878919,0.292804,0.485313,0.798776
562,579.827,2,0.39148,15.3009,0.0201997,0.126293,0.00891055,-9.98199,-4.9394,-0.55058,-4.79442,3.47072,0.0187837,1.17156,0.0357991,2.96667,0.00878669,0.292982,0.485441,0.798821
563,540.493,2,0.391675,15.3007,0.0201499,0.126191,0.00890989,-9.97987,-4.93941,-0.550398,-4.79428,3.47054,0.0187858,1.17114,0.0357879,2.96726,0.00877899,0.292923,0.485455,0.798698
564,538.189,2,0.391517,15.3004,0.020179,0.126146,0.00890961,-9.98103,-4.93942,-0.550654,-4.79438,3.47029,0.0187721,1.17046,0.0357894,2.96978,0.00876877,0.292954,0.48508,0.798643
565,538.511,2,0.391346,15.3001,0.0201787,0.126218,0.00890948,-9.98092,-4.93943,-0.550438,-4.79425,3.46991,0.0187467,1.17128,0.0358205,2.97051,0.00877236,0.293069,0.484877,0.798693
566,554.005,2,0.391407,15.3002,0.0201423,0.126202,0.00890924,-9.97974,-4.93943,-0.550246,-4.79428,3.46988,0.0187634,1.17206,0.0358404,2.97151,0.00876727,0.293019,0.484819,0.798103
567,519.286,2,0.391404,15.3002,0.0201263,0.126198,0.00890913,-9.97753,-4.93942,-0.550451,-4.79444,3.46969,0.0187801,1.17267,0.035837,2.97166,0.00875605,0.292797,0.484626,0.797191
568,546.083,2,0.39146,15.3004,0.020091,0.126129,0.00890931,-9.97657,-4.93941,-0.550013,-4.79407,3.4695,0.0188046,1.17255,0.0358356,2.97383,0.0087473,0.292993,0.484522,0.796475
569,582.86,2,0.391461,15.3006,0.0200951,0.126068,0.00890934,-9.97596,-4.9394,-0.549735,-4.79372,3.46947,0.0188236,1.17221,0.0358727,2.97518,0.00874102,0.292975,0.484149,0.795842
570,613.696,2,0.391561,15.3008,0.0200807,0.126129,0.00890956,-9.97559,-4.9394,-0.549396,-4.79345,3.46896,0.0188359,1.17308,0.0358887,2.97663,0.00873942,0.293066,0.483854,0.795595
571,632.639,2,0.39168,15.3006,0.0200734,0.126077,0.00890948,-9.97474,-4.9394,-0.549677,-4.79328,3.46912,0.0188339,1.17425,0.0358936,2.97742,0.00875226,0.293121,0.483582,0.79502
572,564.849,2,0.391751,15.3,0.0200462,0.125987,0.0089092,-9.97547,-4.9394,-0.549202,-4.79293,3.46896,0.0188433,1.17373,0.035911,2.97891,0.00875357,0.293258,0.483427,0.794294
